盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/08/07(即將除息),,,,2018/08/30(即將發放),0.35,0,0.35,0,0,0,0.35,18.7,1.87
2016,2017,2017/06/26,2017/08/07,19.55,,,2017/08/30,0.8,0,0.8,0,0,0,0.8,19.4,4.13
2015,2016,2016/06/27,2016/08/08,20.1,,,2016/08/31,1,0,1,0,0,0,1,19.1,5.25
2014,2015,2015/06/22,2015/07/22,18.2,,,2015/08/14,0.7,0,0.7,0,0,0,0.7,19.9,3.52
2013,2014,2014/06/27,2014/08/29,28.9,,,2014/09/23,0.35,0,0.35,0,0,0,0.35,29.3,1.19
2012,2013,2013/06/19,2013/09/11,33.3,,,,0.15,0,0.15,0,0,0,0.15,28.4,0.53
2011,2012,2012/06/18,2012/09/12,21.4,,,,1.3,0,1.3,0,0,0,1.3,24.7,5.26
2010,2011,2011/06/15,2011/09/15,29.3,,,,0.7,0,0.7,0,0,0,0.7,32.2,2.17
2009,2010,2010/06/25,2010/09/13,33.45,,,,1.53,0,1.53,0,0,0,1.53,40.1,3.81
2008,2009,2009/06/16,2009/09/08,39.45,2009/09/08,39.45,,0.41,0,0.41,0.1,0,0.1,0.51,38.3,1.33
2007,2008,2008/06/13,2008/08/21,45.55,2008/08/21,45.55,,1,0,1,0.3,0,0.3,1.3,40,3.25
2006,2007,2007/06/15,2007/08/14,99.3,2007/08/14,99.3,,0.95,0,0.95,0.17,0.23,0.4,1.35,82.8,1.63
2005,2006,2006/06/15,2006/08/15,37.85,2006/08/15,37.85,,1,0,1,0.2,0.3,0.5,1.5,45.1,3.33
2004,2005,2005/06/14,2005/08/22,20,2005/08/22,20,,0.62,0,0.62,0.2,0.52,0.72,1.34,23,5.84
2003,2004,2004/05/12,2004/07/13,25.8,2004/07/13,25.8,,2,0,2,1.5,0.5,2,4,33.5,11.93
2002,2003,2003/05/16,2003/08/04,51.5,2003/08/04,51.5,,0.5,0,0.5,2.5,1,3.5,4,46.8,8.55
2001,2002,2002/05/21,,,,,,2.5,0,2.5,5.5,1,6.5,9,,
2000,2001,,,,,,,0,0,0,6,3,9,9,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
