盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/21,2018/07/30(即將除息),,,,2018/08/31(即將發放),0.5,0,0.5,0,0,0,0.5,37.5,1.33
2016,2017,2017/06/16,2017/10/12,41.45,,,2017/11/16,3,0,3,0,0,0,3,45.5,6.59
2015,2016,2016/06/15,2016/08/22,39.7,,,2016/09/14,2,0,2,0,0,0,2,41.4,4.84
2014,2015,2015/06/15,2015/08/13,37.6,,,2015/09/10,2.5,0,2.5,0,0,0,2.5,46.8,5.34
2013,2014,2014/06/17,2014/10/14,45,2014/10/14,45,2014/11/19,4.8,0,4.8,0.6,0,0.6,5.4,52.9,10.21
2012,2013,2013/06/17,2013/11/06,36.6,2013/11/06,36.6,,1.5,0,1.5,0.5,0,0.5,2,38,5.26
2011,2012,2012/06/12,2012/10/25,38.05,2012/10/25,38.05,,3,0,3,3,0,3,6,44.7,13.41
2010,2011,2011/06/10,2011/08/04,38.1,,,,3,0,3,0,0,0,3,47.2,6.36
2009,2010,2010/06/14,2010/08/12,37.15,,,,1.96,0,1.96,0,0,0,1.96,39.4,4.98
2008,2009,2009/06/10,2009/07/29,32.15,2009/07/29,32.15,,0.2,0,0.2,0.51,0,0.51,0.71,31.6,2.24
2007,2008,2008/06/13,2008/10/23,25.8,2008/10/23,25.8,,2.53,0,2.53,0.51,0,0.51,3.03,39.1,7.77
2006,2007,2007/06/15,2007/10/25,62.4,2007/10/25,62.4,,3.5,0,3.5,0.5,0,0.5,4,52.7,7.59
2005,2006,2006/06/14,2006/10/26,24.35,2006/10/26,24.35,,1.02,0,1.02,0.31,0,0.31,1.33,28.1,4.73
2004,2005,2005/09/09,2005/10/26,25.8,2005/10/26,25.8,,1.3,0,1.3,0.5,0,0.5,1.8,35.2,5.12
2003,2004,2004/06/15,2004/11/08,29.8,2004/11/08,29.8,,1.53,0,1.53,0.51,0,0.51,2.04,37.5,5.44
2002,2003,2003/06/27,2003/10/31,52,2003/10/31,52,,1.5,0,1.5,2,0.5,2.5,4,53.6,7.46
2001,2002,2002/04/22,,,2002/05/29,,,0,0,0,2.5,0,2.5,2.5,46.7,5.36
2000,2001,2001/06/21,,,2001/08/13,47.83,,0,0,0,1.5,1,2.5,2.5,57.8,4.33
1999,2000,2000/04/15,,,2000/05/04,,,0,0,0,3.3,1.2,4.5,4.5,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
