盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/10,26.45,,,2018/07/30,1.51,0,1.51,0,0,0,1.51,29.2,5.19
2016,2017,2017/06/08,2017/07/06,29.4,,,2017/07/28,1.5,0,1.5,0,0,0,1.5,31.4,4.78
2015,2016,2016/06/08,2016/07/07,28.2,,,2016/07/29,2,0,2,0,0,0,2,31.2,6.42
2014,2015,2015/06/12,2015/07/09,37.7,,,2015/07/31,3.5,0,3.5,0,0,0,3.5,41.7,8.4
2013,2014,2014/06/11,2014/06/26,42.6,,,,3,0,3,0,0,0,3,43.5,6.9
2012,2013,2013/06/11,2013/06/27,37.7,,,,3,0,3,0,0,0,3,38.3,7.83
2011,2012,2012/04/27,2012/05/17,37,,,,0.7,0,0.7,0,0,0,0.7,37.4,1.87
2010,2011,2011/06/15,2011/06/30,31.35,2011/11/10,23.6,,1.8,0,1.8,0.2,0,0.2,2,30.3,6.59
2009,2010,2010/04/30,2010/06/10,53.1,2010/06/10,53.1,,1.5,0,1.5,1,0,1,2.5,56.3,4.44
2008,2009,2009/06/10,2009/08/13,,2009/08/13,,,0.49,0,0.49,0.99,0.49,1.48,1.98,72.2,2.73
2007,2008,2008/06/25,2008/08/07,,2008/08/07,,,0.69,0,0.69,0.49,0.98,1.48,2.17,,
2006,2007,2007/06/21,2007/08/09,,2007/08/09,,,0.5,0,0.5,1.5,0,1.5,2,,
2005,2006,2006/05/29,2006/07/20,,2006/07/20,,,0.5,0,0.5,1,0,1,1.5,,
2004,2005,2005/06/15,2005/07/28,,2005/07/28,,,0.5,0,0.5,0.5,0,0.5,1,,
2003,2004,,,,,,,0,0,0,0,0,0,0,,
2001,2002,,,,,,,0,0,0,0,0,0,0,,
1999,2000,,,,,,,0,0,0,0,0,0,0,,
