盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/04,78.1,,,2018/07/31(即將發放),5.8,0.2,6,0,0,0,6,84.1,7.13
2016,2017,2017/06/16,2017/07/03,96,,,2017/07/28,5.75,0.25,6,0,0,0,6,91.4,6.56
2015,2016,2016/06/14,2016/07/07,91.6,,,2016/08/05,6.8,0,6.8,0,0,0,6.8,91.6,7.42
2014,2015,2015/06/12,2015/06/30,109,,,2015/07/29,7.8,0,7.8,0,0,0,7.8,99.2,7.86
2013,2014,2014/06/12,2014/06/30,102.5,,,,6.7,0,6.7,0,0,0,6.7,99.7,6.72
2012,2013,2013/06/13,2013/07/03,91.8,,,,6,0.5,6.5,0,0,0,6.5,90.8,7.16
2011,2012,2012/06/15,2012/07/05,78.1,,,,5.5,0,5.5,0,0,0,5.5,80,6.88
2010,2011,2011/06/10,2011/07/19,78.2,,,,3,0,3,0,0,0,3,75.5,3.97
2009,2010,2010/06/17,2010/09/08,79.8,,,,5.99,0,5.99,0,0,0,5.99,91.2,6.57
2008,2009,2009/06/16,2009/09/03,112.5,2009/09/03,112.5,,3.25,0,3.25,0.1,0.39,0.49,3.75,92.6,4.04
2007,2008,2008/06/13,2008/09/18,55.1,2008/09/18,55.1,,3.97,0,3.97,0.1,0.4,0.5,4.46,80.3,5.56
2006,2007,2007/06/11,2007/09/10,122.5,2007/09/10,122.5,,3.56,0,3.56,0.1,0,0.1,3.66,117.7,3.11
2005,2006,2006/06/14,2006/09/14,84.9,2006/09/14,84.9,,2.99,0,2.99,0.2,0.3,0.5,3.49,71.4,4.89
2004,2005,2005/06/13,2005/09/19,62.3,2005/09/19,62.3,,3.99,0,3.99,1,0,1,4.99,75.2,6.63
2003,2004,2004/06/11,2004/08/20,68,2004/08/20,68,,3.48,0,3.48,1.99,0,1.99,5.48,76.4,7.17
2002,2003,2003/06/03,2003/08/21,78,2003/08/21,78,,3.3,0,3.3,1.2,0,1.2,4.5,72,6.25
2001,2002,2002/06/10,2002/08/14,103.5,2002/08/14,86,,0.5,0,0.5,2,0,2,2.5,88.9,2.81
2000,2001,2001/04/09,2001/06/21,,2001/06/21,,,1.86,0,1.86,2.5,0,2.5,4.36,51.8,8.42
1999,2000,2000/04/15,2000/06/20,,2000/06/20,,,1,0,1,3.5,0.5,4,5,,
1998,1999,1999/06/12,1999/07/17,,1999/07/17,,,1.35,0,1.35,6,1,7,8.35,,
1997,1998,,,,,,,1,0,1,2,1,3,4,,
