盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,2018/06/28,66.1,,,2018/07/20(即將發放),5.2,0,5.2,0,0,0,5.2,70.1,7.42
2016,2017,2017/06/07,2017/07/13,64.9,,,2017/08/10,5,0.6,5.6,0,0,0,5.6,66.9,8.37
2015,2016,2016/06/08,2016/06/29,53.6,,,2016/08/04,5,0.5,5.5,0,0,0,5.5,55.7,9.87
2014,2015,2015/06/16,2015/07/17,60.7,,,2015/08/14,4.5,0.5,5,0,0,0,5,61.2,8.17
2013,2014,2014/06/11,2014/07/11,68,,,,5,0.5,5.5,0,0,0,5.5,68.1,8.08
2012,2013,2013/06/04,2013/06/28,86.9,,,,4.5,0.5,5,0,0,0,5,85,5.88
2011,2012,2012/06/05,2012/07/06,64.9,2012/07/06,64.9,,5.6,0,5.6,0,0.2,0.2,5.8,68.5,8.47
2010,2011,2011/05/18,2011/06/29,82.6,2011/06/29,82.6,,6.19,0,6.19,0,0.3,0.3,6.49,79.1,8.2
2009,2010,2010/05/26,2010/07/14,70.8,2010/07/14,70.8,,5.96,0,5.96,0,0.6,0.6,6.56,84.1,7.8
2008,2009,2009/05/22,2009/06/19,71.9,,,,4.91,0,4.91,0,0,0,4.91,67.7,7.25
2007,2008,2008/06/13,2008/09/05,56.2,2008/09/05,56.2,,5.5,0,5.5,1.1,0.4,1.5,7,77.3,9.05
2006,2007,2007/06/12,2007/07/30,69.7,2007/07/30,69.7,,4,0,4,1,0.6,1.6,5.6,65.2,8.59
2005,2006,2006/05/24,2006/07/24,61.7,2006/07/24,61.7,,3.6,0,3.6,0.2,0.8,1,4.6,58.5,7.86
2004,2005,2005/04/28,2005/08/02,33.2,2005/08/02,33.2,,2.01,0,2.01,0,0.5,0.5,2.51,35.6,7.05
2003,2004,2004/04/30,2004/07/26,23.4,2004/07/26,23.4,,0.2,0,0.2,0.4,0.4,0.8,1,26.6,3.75
2002,2003,2003/05/30,2003/06/30,5.9,,,,0.5,0,0.5,0,0,0,0.5,8.15,6.13
2001,2002,2002/05/17,2002/07/18,12.15,2002/07/18,12.15,,1.2,0,1.2,1,0,1,2.2,11.1,19.84
2000,2001,2001/04/10,2001/05/03,24.8,2001/06/15,14.56,,2,0,2,2,0,2,4,15,26.58
1999,2000,2000/03/30,,,2000/05/09,,,0,0,0,2.2,0.3,2.5,2.5,19.8,12.65
1998,1999,1999/03/30,,,1999/06/17,,,0,0,0,2,0,2,2,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
1996,1997,,,,,,,0,0,0,0,0,0,0,,
