盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/19(即將除息),,,,2018/08/15(即將發放),0.24,0,0.24,0,0,0,0.24,26.2,0.92
2016,2017,2017/06/21,2017/07/20,20.45,,,2017/08/15,0.26,0,0.26,0,0,0,0.26,20.5,1.27
2015,2016,2016/06/13,2016/07/13,21.1,,,2016/08/12,0.5,0,0.5,0,0,0,0.5,21.8,2.29
2014,2015,2015/06/25,2015/07/21,20.35,,,2015/08/14,0.8,0,0.8,0,0,0,0.8,22.6,3.54
2013,2014,2014/06/23,2014/07/16,29.35,,,2014/08/15,1.5,0,1.5,0,0,0,1.5,30.5,4.92
2012,2013,2013/06/18,2013/07/04,38.1,,,,2.1,0,2.1,0,0,0,2.1,35.4,5.94
2011,2012,2012/06/15,2012/07/18,29.65,,,,2,0,2,0,0,0,2,29.4,6.81
2010,2011,2011/06/10,2011/07/15,28.5,,,,1.5,0,1.5,0,0,0,1.5,27.9,5.38
2009,2010,2010/06/23,2010/07/20,23.05,,,,1,0,1,0,0,0,1,23.3,4.29
2008,2009,2009/06/19,2009/07/16,19.45,,,,0.9,0,0.9,0,0,0,0.9,19.7,4.57
2007,2008,2008/06/19,2008/07/18,22.9,,,,1.2,0,1.2,0,0,0,1.2,18.4,6.53
2006,2007,2007/06/13,2007/07/18,20.15,,,,1.1,0,1.1,0,0,0,1.1,17.9,6.13
2005,2006,2006/06/14,2006/07/18,12.7,,,,0.7,0,0.7,0,0,0,0.7,13.8,5.09
2004,2005,2005/06/22,2005/08/31,13.85,2005/08/31,13.85,,0.3,0,0.3,0,0.25,0.25,0.55,14.5,3.79
2003,2004,,2004/08/10,14.6,2004/08/10,14.6,,0.2,0,0.2,0,0.2,0.2,0.4,17,2.36
2002,2003,2003/06/20,2003/08/07,13.75,2003/08/07,13.75,,0.35,0,0.35,0.2,0,0.2,0.55,14.6,3.76
2001,2002,2002/06/18,2002/08/08,14.7,2002/08/08,14.4,,0.8,0,0.8,0.2,0,0.2,1,15.4,6.47
2000,2001,2001/06/07,2001/08/13,14.3,2001/08/13,13.75,,0.8,0,0.8,0.4,0,0.4,1.2,17.2,6.99
1999,2000,2000/06/12,2000/08/15,22.5,2000/08/15,21.8,,0.9,0,0.9,0.3,0,0.3,1.2,24.5,4.89
1998,1999,1999/06/15,1999/08/03,21.4,1999/08/03,20.8,,0.9,0,0.9,0.3,0,0.3,1.2,26.8,4.48
1997,1998,1998/06/10,1998/08/03,56.6,,,,0.9,0,0.9,0,0,0,0.9,47.4,1.9
1996,1997,1997/06/16,1997/09/02,21.6,,,,0.6,0,0.6,0,0,0,0.6,24.9,2.41
1995,1996,1996/04/30,1996/06/27,21.8,,,,0.6,0,0.6,0,0,0,0.6,22.6,2.65
1994,1995,1995/06/27,1995/08/21,18.1,1995/08/21,18.1,,0.3,0,0.3,0.3,0,0.3,0.6,25.2,2.38
1993,1994,,,,,,,0.5,0,0.5,0.5,0,0.5,1,32.4,3.08
1992,1993,1993/04/15,,,,,,0.25,0,0.25,1,0,1,1.25,45.8,2.73
1991,1992,1992/04/23,1992/05/23,,1992/07/12,,,0.55,0,0.55,1.2,0.5,1.7,2.25,72.1,3.12
1990,1991,1991/04/30,1991/05/15,,1991/09/20,,,0.5,0,0.5,1.25,0,1.25,1.75,,
1989,1990,,,,,,,0.6,0,0.6,2.56,0,2.56,3.16,,
