盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/18(即將除息),,,,2018/08/22(即將發放),1.9,0,1.9,0,0,0,1.9,32.7,5.81
2016,2017,2017/06/23,2017/07/24,30.25,,,2017/08/23,1.5,0,1.5,0,0,0,1.5,30.8,4.86
2015,2016,2016/06/24,2016/07/26,30.3,,,2016/08/19,1.2,0,1.2,0,0,0,1.2,29.9,4.01
2014,2015,2015/06/26,2015/07/29,29.35,,,2015/08/21,1.4,0,1.4,0,0,0,1.4,31.9,4.39
2013,2014,2014/06/26,2014/07/29,33.8,,,2014/08/20,1,0,1,0,0,0,1,31.6,3.16
2012,2013,2013/06/27,2013/07/26,28.45,,,,1,0,1,0,0,0,1,30,3.33
2011,2012,2012/06/26,2012/07/26,24.9,,,,1.2,0,1.2,0,0,0,1.2,27.5,4.36
2010,2011,2011/06/28,2011/07/28,32,,,,2,0,2,0,0,0,2,29.2,6.84
2009,2010,2010/06/29,2010/07/29,24.1,,,,0.8,0,0.8,0,0,0,0.8,25.2,3.18
2008,2009,2009/06/26,2009/07/20,21.3,,,,1.5,0,1.5,0,0,0,1.5,21,7.13
2007,2008,2008/06/27,2008/07/22,23.65,,,,3.2,0,3.2,0,0,0,3.2,26.5,12.06
2006,2007,2007/06/28,2007/07/17,37.6,,,,1.4,0,1.4,0,0,0,1.4,32.3,4.34
2005,2006,2006/06/29,2006/08/09,15.45,2006/08/09,15.45,,1,0,1,0.2,0,0.2,1.2,17.8,6.73
2004,2005,2005/06/17,2005/07/28,14.75,2005/07/28,14.75,,0.8,0,0.8,0.2,0,0.2,1,15.6,6.41
2003,2004,2004/06/11,2004/07/20,13.3,2004/07/20,13.3,,0.6,0,0.6,0.2,0,0.2,0.8,14.9,5.37
2002,2003,2003/06/13,2003/07/03,13.65,2003/08/07,13.05,,0.7,0,0.7,0.3,0,0.3,1,14.2,7.07
2001,2002,2002/06/14,2002/07/04,13.85,2002/08/08,13.94,,0.4,0,0.4,0.4,0,0.4,0.8,13.8,5.79
2000,2001,2001/05/24,2001/06/13,12.5,2001/07/17,9.62,,0.6,0,0.6,0.6,0,0.6,1.2,11.8,10.17
1999,2000,2000/06/02,2000/06/22,21.6,2000/08/09,21.7,,0.6,0,0.6,0.5,0,0.5,1.1,21.6,5.09
1998,1999,1999/06/03,1999/06/23,21.9,1999/08/05,18.46,,0.4,0,0.4,0.4,0,0.4,0.8,20,3.99
1997,1998,1998/05/15,1998/06/02,22.6,1998/07/21,20.46,,0.4,0,0.4,0.69,0.01,0.7,1.1,22.1,4.98
1996,1997,1997/05/13,1997/05/28,32.4,1997/07/18,31.12,,0.4,0,0.4,0.68,0.02,0.7,1.1,30.9,3.56
1995,1996,1996/05/13,1996/05/29,24.3,1996/08/22,25.28,,0.5,0,0.5,0.55,0.05,0.6,1.1,26.1,4.21
1994,1995,1995/05/10,1995/05/26,26.2,1995/07/15,21.9,,0.4,0,0.4,1,0,1,1.4,25,5.61
1993,1994,1994/04/28,1994/05/14,37.6,1994/07/20,30.6,,0.7,0,0.7,0.9,0,0.9,1.6,35.2,4.55
1992,1993,1993/05/07,1993/05/30,26.3,1993/07/28,24,,1,0,1,0.5,0,0.5,1.5,27,5.55
1991,1992,1992/05/04,1992/05/20,37.5,1992/08/06,30.72,,1.2,0,1.2,1.1,0,1.1,2.3,34,6.77
1990,1991,1991/05/02,1991/05/15,50,1991/08/10,42.52,,1,0,1,1.1,0,1.1,2.1,41.7,5.03
1989,1990,1990/05/04,1990/04/03,89,1990/08/11,40.52,,1,0,1,1.6,0,1.6,2.6,,
1988,1989,,,,,,,1,0,1,1.6,0,1.6,2.6,,
1987,1988,,,,,,,1,0,1,2,0,2,3,,
1986,1987,,,,,,,0.8,0,0.8,1.4,0,1.4,2.2,,
1985,1986,,,,,,,1,0,1,1,0,1,2,,
1984,1985,,,,,,,0,0,0,3.2,0,3.2,3.2,,
1983,1984,,,,,,,0.5,0,0.5,3,0,3,3.5,,
