盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/27,,,,,,0.22,0,0.22,0,0,0,0.22,10.8,2.02
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,10.4,0
2015,2016,2016/06/24,2016/07/25,9.45,,,2016/08/24,0.46,0,0.46,0,0,0,0.46,10.1,4.52
2014,2015,2015/06/26,,,,,,0,0,0,0,0,0,0,13.6,0
2013,2014,2014/06/18,,,,,,0,0,0,0,0,0,0,10.8,0
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,11.3,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,12.4,0
2010,2011,2011/06/24,2011/07/15,17.05,,,,0.4,0,0.4,0,0,0,0.4,17.1,2.34
2009,2010,2010/06/29,,,,,,0,0,0,0,0,0,0,17.2,0
2008,2009,2009/05/18,,,,,,0,0,0,0,0,0,0,8.97,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,12.4,0
2006,2007,2007/06/21,2007/08/21,12.7,2007/08/21,12.7,,0.12,0,0.12,0.3,0,0.3,0.42,14.6,2.86
2005,2006,2006/06/23,,,2006/08/17,13.85,,0,0,0,0.25,0.25,0.49,0.49,14.7,3.36
2004,2005,2005/06/10,2005/08/10,16.3,2005/08/10,16.3,,0.2,0,0.2,1.01,0,1.01,1.21,16.6,7.25
2003,2004,2004/06/11,2004/07/22,16.8,2004/07/22,16.8,,0.1,0,0.1,0.5,0,0.5,0.6,18.1,3.32
2002,2003,2003/05/30,,,2003/07/22,13.25,,0,0,0,1,0,1,1,14.2,7.07
2001,2002,2002/06/28,2002/08/28,11.81,2002/08/28,11.81,,0.15,0,0.15,0.45,0,0.45,0.6,13.8,4.34
2000,2001,2001/06/01,2001/08/07,,2001/08/07,,,0.3,0,0.3,0.7,0,0.7,1,16,6.26
1999,2000,2000/06/01,,,2000/08/22,,,0,0,0,1,0,1,1,19.4,5.17
1998,1999,1999/06/11,,,,,,0,0,0,0,0,0,0,22.6,0
1997,1998,1998/05/28,1998/07/10,27.4,1998/07/10,24.9,,0.5,0,0.5,1,0,1,1.5,25.2,5.95
1996,1997,,,,,,,0.5,0,0.5,1,0,1,1.5,36.1,4.16
1995,1996,1996/06/05,1996/07/29,35.98,1996/07/29,35.98,,0.3,0,0.3,0.7,0.5,1.2,1.5,35.7,4.21
1994,1995,1995/05/27,,,1995/07/26,32.84,,0,0,0,1,0.5,1.5,1.5,37.5,4
1993,1994,1994/05/28,1994/07/21,46.5,1994/08/19,42.79,,1.5,0,1.5,1.5,0,1.5,3,50.6,5.93
1992,1993,1993/06/05,1993/07/31,55.5,1993/08/28,50.5,,1.5,0,1.5,1.5,0,1.5,3,59.8,5.01
1991,1992,1992/05/16,,,1992/07/11,,,0,0,0,0,3.33,3.33,3.33,,
1988,1989,,,,,,,0,0,0,0,19.05,19.05,19.05,,
1987,1988,,,,,,,0,0,0,35,30,65,65,,
