盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/07/18(即將除息),,2018/07/18(即將除權),,2018/08/10(即將發放),7.47,0,7.47,1.3,0,1.3,8.77,364.6,2.41
2016,2017,2017/06/13,2017/10/12,327.5,2017/10/12,327.5,2017/11/02,8.5,0,8.5,1,0,1,9.5,317.9,2.99
2015,2016,2016/06/20,2016/08/03,383.5,2016/10/06,312,,8.98,0,8.98,1,0,1,9.97,348.2,2.86
2014,2015,2015/08/18,2015/10/08,373.5,2015/10/08,373.5,2015/10/28,7.8,0.2,8,1.5,0,1.5,9.5,368.4,2.58
2013,2014,2014/06/17,2014/08/05,303.5,2014/08/05,303.5,2014/09/05,5.97,0,5.97,1.47,0,1.47,7.44,281.9,2.64
2012,2013,2013/06/17,2013/07/03,75.9,,,,4,0,4,0,0,0,4,89.8,4.46
2011,2012,2012/06/19,2012/08/22,52.7,,,,1.99,0,1.99,0,0,0,1.99,51.2,3.88
2010,2011,2011/06/13,2011/09/07,45.4,,,,4,0,4,0,0,0,4,58.8,6.8
2009,2010,2010/06/25,2010/07/23,88.69,2010/07/23,88.69,,1,0,1,1.3,0.93,2.23,3.23,82.3,3.93
2008,2009,2009/06/10,2009/06/29,35.1,,,,2,0,2,0,0,0,2,51.1,3.91
2007,2008,2008/11/28,2008/09/24,,2008/09/24,,,2,0,2,0.3,0,0.3,2.3,,
