盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,2018/08/30(即將除息),,,,2018/09/27(即將發放),0.5,0.4,0.9,0,0,0,0.9,20.2,4.46
2016,2017,2017/06/21,2017/08/29,23.35,,,2017/09/22,0.9,0.5,1.4,0,0,0,1.4,23.3,6.01
2015,2016,2016/06/23,2016/08/31,23.3,,,2016/09/30,1.1,0.4,1.5,0,0,0,1.5,24.1,6.2
2014,2015,2015/06/17,2015/08/20,15.5,,,2015/09/16,1.58,0,1.58,0,0,0,1.58,26.4,6
2013,2014,2014/06/19,2014/08/05,47.5,,,2014/09/11,1.8,0,1.8,0,0,0,1.8,38.9,4.62
2012,2013,2013/06/19,2013/08/30,33,,,,1.5,0,1.5,0,0,0,1.5,26.9,5.57
2011,2012,2012/06/12,2012/08/09,16.45,,,,0.7,0,0.7,0,0,0,0.7,18.5,3.78
2010,2011,2011/06/22,2011/08/23,14.05,,,,1.3,0,1.3,0,0,0,1.3,19.1,6.81
2009,2010,2010/06/25,2010/08/23,25.35,,,,1.65,0,1.65,0,0,0,1.65,25.4,6.48
2008,2009,2009/06/16,2009/08/10,20.2,2009/08/10,20.2,,1.5,0,1.5,0.05,0,0.05,1.55,19.6,7.91
2007,2008,2008/06/25,2008/08/11,12.55,2008/08/11,12.55,,1,0,1,0.2,0,0.2,1.2,13.6,8.83
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,18.1,0
2005,2006,2006/06/21,2006/08/17,10.45,2006/08/17,10.45,,0.6,0,0.6,0.2,0,0.2,0.8,13.1,6.1
2004,2005,2005/05/25,2005/07/21,24.1,2005/07/21,24.1,,1.92,0,1.92,0.67,0.29,0.96,2.88,23.7,12.17
2003,2004,2004/04/29,2004/06/10,28.5,2004/06/10,28.5,,2,0,2,1,0,1,3,31.5,9.52
2002,2003,2003/06/18,2003/08/01,,2003/08/01,,,0.75,0,0.75,1,0,1,1.75,34.5,5.08
2001,2002,,,,,,,0,0,0,1,0,1,1,,
1998,1999,,,,,,,0,0,0,1,1,2,2,,
1997,1998,,,,,,,0,0,0,2,0.5,2.5,2.5,,
1996,1997,,,,,,,0,0,0,0.5,0,0.5,0.5,,
