盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/11,75.6,,,2018/08/03,3.04,0.71,3.75,0,0,0,3.75,75.5,4.97
2016,2017,2017/06/23,2017/07/12,73.9,,,2017/08/04,3.13,0.62,3.75,0,0,0,3.75,73.8,5.08
2015,2016,2016/06/16,2016/07/12,78,,,2016/08/05,3.17,0.58,3.75,0,0,0,3.75,73.1,5.13
2014,2015,2015/06/18,2015/07/15,70,,,2015/08/07,3.17,0.58,3.75,0,0,0,3.75,72.3,5.19
2013,2014,2014/06/11,2014/07/16,64.3,,,,3.16,0.59,3.75,0,0,0,3.75,64.2,5.84
2012,2013,2013/06/13,2013/07/24,79.5,,,,2.93,0.57,3.5,0,0,0,3.5,71,4.93
2011,2012,2012/06/13,2012/07/24,67.8,,,,2.47,0.53,3,0,0,0,3,66.6,4.51
2010,2011,2011/06/09,2011/07/19,46.25,,,,2.5,0,2.5,0,0,0,2.5,46.9,5.33
2009,2010,2010/06/15,2010/08/10,42.5,,,,2.8,0,2.8,0,0,0,2.8,40.7,6.88
2008,2009,2009/06/16,2009/07/23,37.8,,,,2.8,0,2.8,0,0,0,2.8,36.5,7.66
2007,2008,2008/06/05,2008/08/12,48.6,,,,3.1,0,3.1,0,0,0,3.1,43.7,7.09
2006,2007,2007/06/12,2007/07/24,40.4,,,,3.1,0,3.1,0,0,0,3.1,39.2,7.9
2005,2006,2006/05/26,2006/06/13,35.9,,,,3.1,0,3.1,0,0,0,3.1,37.4,8.29
2004,2005,2005/05/20,2005/07/20,39.05,,,,3,0,3,0,0,0,3,39,7.7
2003,2004,2004/06/30,2004/08/12,29.9,2004/08/12,29.9,,1.4,0,1.4,0.46,0.54,1,2.4,32.4,7.4
2002,2003,2003/05/23,2003/07/17,22.4,2003/07/17,22.4,,1.3,0,1.3,1.69,0.01,1.7,3,25.3,11.86
2001,2002,2002/06/25,2002/08/07,30,2002/08/07,30,,1,0,1,2.1,0.1,2.2,3.2,35.9,8.92
2000,2001,,,,,,,0,0,0,2.5,1,3.5,3.5,44.6,7.84
1999,2000,,,,,,,0.22,0,0.22,0,0.78,0.78,1,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
