盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/07,2018/06/28,22.1,,,2018/07/27(即將發放),0.51,0.51,1.03,0,0,0,1.03,24.6,4.17
2016,2017,2017/06/08,2017/06/27,29.7,,,2017/07/28,1.54,0.82,2.36,0,0,0,2.36,29.6,7.99
2015,2016,2016/06/07,2016/07/01,21.35,,,2016/07/22,1.04,0,1.04,0,0,0,1.04,25.7,4.06
2014,2015,2015/06/09,2015/06/29,26.35,,,2015/07/17,2,0,2,0,0,0,2,27.8,7.2
2013,2014,2014/06/06,2014/07/10,35.7,,,,1.96,0,1.96,0,0,0,1.96,36.7,5.33
2012,2013,2013/06/10,2013/08/09,31.45,,,,1.82,0,1.82,0,0,0,1.82,32.7,5.58
2011,2012,2012/06/12,2012/07/10,33.9,,,,2.84,0,2.84,0,0,0,2.84,36,7.89
2010,2011,2011/06/15,2011/08/03,50.6,2011/08/03,50.6,,1.87,0,1.87,0.47,0,0.47,2.33,45.8,5.09
2009,2010,2010/06/17,2010/08/13,49.5,2010/08/13,49.5,,2,0,2,0.6,0,0.6,2.6,55.3,4.7
2008,2009,2009/06/10,2009/08/10,66.9,2009/08/10,66.9,,1.27,0,1.27,0.68,0,0.68,1.95,50.7,3.86
2007,2008,2008/06/13,2008/08/20,48.5,2008/08/20,48.5,,1.3,0,1.3,1.7,0,1.7,3,44.3,6.76
2006,2007,2007/05/30,2007/09/04,70.71,2007/09/04,70.71,,2.69,0,2.69,0.8,0,0.8,3.49,84.3,4.14
2005,2006,2006/06/14,2006/08/09,111.35,2006/08/09,111.35,,1,0,1,1,0,1,2,121.4,1.65
2004,2005,2005/06/07,2005/09/08,57.51,2005/09/08,57.51,,0.4,0,0.4,1.6,0,1.6,2,71,2.82
2003,2004,2004/06/18,,,2004/08/22,,,0,0,0,0.9,0,0.9,0.9,,
