盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,9.5,0,9.5,0,0,0,9.5,145,6.55
2016,2017,2017/06/13,2017/07/27,153,,,2017/08/17,9,0,9,0,0,0,9,153.6,5.86
2015,2016,2016/06/13,2016/08/22,149,,,2016/09/08,7.5,0,7.5,0,0,0,7.5,142.5,5.26
2014,2015,2015/06/12,2015/08/24,121,,,2015/09/11,6.5,0,6.5,0,0,0,6.5,123.5,5.26
2013,2014,2014/06/12,2014/08/28,100.5,,,2014/09/19,5.5,0,5.5,0,0,0,5.5,97.2,5.66
2012,2013,2013/06/10,2013/08/26,77.1,,,,4.5,0,4.5,0,0,0,4.5,73.3,6.14
2011,2012,2012/06/15,2012/09/10,54,,,,2.5,0,2.5,0,0,0,2.5,51.6,4.85
2010,2011,2011/06/15,2011/09/14,45.35,,,,4.14,0,4.14,0,0,0,4.14,51.3,8.06
2009,2010,2010/06/17,2010/08/20,54.8,,,,3.47,0,3.47,0,0,0,3.47,51.7,6.7
2008,2009,2009/06/16,2009/09/22,32.2,,,,0.36,0,0.36,0,0,0,0.36,25.7,1.4
2007,2008,2008/06/13,2008/08/28,30.1,,,,2.23,0,2.23,0,0,0,2.23,31.1,7.19
2006,2007,2007/06/15,2007/09/11,29.2,,,,1,0,1,0,0,0,1,36.9,2.71
2005,2006,2006/06/01,2006/09/08,21.65,,,,0.5,0,0.5,0,0,0,0.5,22.1,2.26
2004,2005,2005/06/10,2005/09/01,13.1,2005/09/01,13.1,,0.25,0,0.25,0.26,0,0.26,0.5,14.9,3.4
2003,2004,2004/06/15,2004/09/09,19.5,,,,1.5,0,1.5,0,0,0,1.5,22.6,6.63
2002,2003,2003/06/18,2003/08/07,30.8,2003/08/07,30.8,,1.5,0,1.5,1,0,1,2.5,31.4,7.95
2001,2002,,,,,,,1.5,0,1.5,1,0,1,2.5,51.3,4.87
2000,2001,,,,,,,0.2,0,0.2,1.3,0,1.3,1.5,,
1999,2000,,,,,,,0,0,0,1.3,0,1.3,1.3,,
1998,1999,,,,,,,0,0,0,3.33,0,3.33,3.33,,
