盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/28,2018/06/21,23.1,,,2018/07/17,0.54,0.36,0.9,0,0,0,0.9,23.4,3.85
2016,2017,2017/05/26,2017/06/15,24.5,,,2017/07/06,0.77,0.33,1.1,0,0,0,1.1,23.3,4.72
2015,2016,2016/06/06,2016/07/01,21.3,,,2016/07/29,0.88,0.28,1.16,0,0,0,1.16,23,5.05
2014,2015,2015/06/15,2015/07/01,26.4,,,2015/07/22,0.75,0.4,1.15,0,0,0,1.15,27.7,4.15
2013,2014,2014/06/06,2014/06/23,44.6,,,,0.79,0.33,1.12,0,0,0,1.12,34,3.29
2012,2013,2013/06/10,2013/07/04,17.45,,,,0.6,0.4,1,0,0,0,1,19.1,5.24
2011,2012,2012/06/05,2012/07/17,15.1,,,,0,0.61,0.61,0,0,0,0.61,18.1,3.37
2010,2011,2011/06/24,2011/09/02,19,2011/09/02,19,,1.15,0,1.15,0.1,0.1,0.2,1.35,26.2,5.14
2009,2010,2010/06/25,2010/07/21,48.2,2010/09/01,42.35,,1.15,0,1.15,0,0.2,0.2,1.35,45,3
2008,2009,2009/06/10,2009/07/07,32.65,,,,0.54,0,0.54,0,0,0,0.54,34.4,1.56
2007,2008,2008/06/13,2008/07/15,31.8,2008/07/15,31.8,,1.36,0,1.36,0.1,0.1,0.2,1.56,40.4,3.87
2006,2007,2007/03/30,2007/05/24,,2007/05/24,,,0.73,0,0.73,0.13,0,0.13,0.86,84.8,1.02
2005,2006,2006/06/12,,,,,,0,0,0,0,0,0,0,,
2004,2005,2005/06/20,,,,,,0,0,0,0,0,0,0,,
2003,2004,2004/06/29,,,,,,0,0,0,0,0,0,0,,
2002,2003,2003/05/23,,,,,,0,0,0,0,0,0,0,,
2001,2002,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,0.4,0,0.4,0.4,,
1999,2000,,,,,,,0,0,0,2.5,0,2.5,2.5,,
