盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,2,0,2,0,0,0,2,22.8,8.75
2016,2017,2017/06/28,,,,,,0,0,0,0,0,0,0,23.3,0
2015,2016,2016/06/24,,,,,,0,0,0,0,0,0,0,18.8,0
2014,2015,2015/06/25,2015/08/28,17.9,2015/08/28,17.9,2015/09/25,0.8,0,0.8,0.2,0,0.2,1,23,4.35
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,26.2,0
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,29.6,0
2011,2012,2012/06/22,2012/08/16,24.05,2012/08/16,24.05,,0.5,0,0.5,0.5,0,0.5,1,26.8,3.74
2010,2011,2011/06/09,2011/08/15,24.7,2011/08/15,24.7,,0.2,0,0.2,0.8,0,0.8,1,26.5,3.77
2009,2010,2010/06/25,2010/08/16,27.3,2010/08/16,27.3,,0.2,0,0.2,0.8,0,0.8,1,30,3.33
2008,2009,,,,,,,0,0,0,0,0,0,0,23.9,0
2007,2008,2008/06/19,,,2008/09/02,24.2,,0,0,0,1.02,0,1.02,1.02,27.3,3.72
2006,2007,2007/06/13,,,2007/08/22,22.65,,0,0,0,1.02,0,1.02,1.02,28.3,3.6
2005,2006,2006/06/14,,,2006/10/03,27.6,,0,0,0,2.05,0,2.05,2.05,34.4,5.94
2004,2005,2005/05/26,,,2005/08/03,30.35,,0,0,0,5,0,5,5,43.5,11.48
2003,2004,2004/06/24,,,,,,0,0,0,0,0,0,0,55,0
2002,2003,2003/06/25,,,,,,0,0,0,0,0,0,0,12.7,0
2001,2002,2002/06/26,,,,,,0,0,0,0,0,0,0,6.31,0
2000,2001,2001/05/22,,,,,,0,0,0,0,0,0,0,5.93,0
1999,2000,2000/05/30,,,,,,0,0,0,0,0,0,0,9.75,0
1998,1999,1999/05/25,,,1999/10/26,10.45,,0,0,0,0,1,1,1,13.2,7.55
1997,1998,1998/06/15,,,,,,0,0,0,0,0,0,0,14,0
1996,1997,1997/06/21,,,,,,0,0,0,0,0,0,0,19.5,0
1995,1996,1996/05/29,,,,,,0,0,0,0,0,0,0,16.6,0
1994,1995,1995/06/16,1995/08/03,,1995/09/11,,,0.5,0,0.5,3.5,0,3.5,4,26.7,14.98
1993,1994,,,,,,,0,0,0,2.35,0,2.35,2.35,50,4.7
1992,1993,,,,,,,0,0,0,2.75,0,2.75,2.75,,
