盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,0.5,0,0.5,0,0,0,0.5,32.8,1.52
2016,2017,2017/06/16,2017/08/11,29.45,,,2017/09/08,0.8,0,0.8,0,0,0,0.8,27.1,2.96
2015,2016,2016/06/17,2016/09/20,21.25,,,2016/10/21,0.5,0.5,1,0,0,0,1,23.4,4.25
2014,2015,2015/06/02,2015/09/02,19.65,,,2015/10/02,0.5,0.5,1,0,0,0,1,30.2,3.32
2013,2014,2014/06/19,,,,,,0,0,0,0,0,0,0,29.6,0
2012,2013,2013/06/24,2013/07/30,16.1,,,,0.1,0.89,0.99,0,0,0,0.99,18.4,5.37
2011,2012,2012/06/13,2012/08/09,15.35,,,,1.5,0,1.5,0,0,0,1.5,20.3,7.38
2010,2011,2011/06/15,2011/10/31,28.35,2011/10/31,28.35,,2.02,0,2.02,0.1,0,0.1,2.13,35.6,5.97
2009,2010,2010/06/15,2010/09/23,45.8,2010/09/23,45.8,,2.83,0,2.83,0.2,0,0.2,3.03,48.8,6.2
2008,2009,2009/06/16,2009/08/27,51.3,2009/08/27,51.3,,1.99,0,1.99,0.5,0,0.5,2.49,46.3,5.37
2007,2008,2008/06/13,2008/08/28,38.45,2008/08/28,38.45,,2.49,0,2.49,1,0,1,3.49,39.5,8.84
2006,2007,2007/06/13,2007/09/07,57.9,2007/09/07,57.9,,2.91,0,2.91,1.46,0,1.46,4.37,62.3,7.01
2005,2006,2006/06/14,2006/08/17,49.1,2006/08/17,49.1,,2.48,0,2.48,1.49,0,1.49,3.97,61.7,6.43
2004,2005,2005/06/14,2005/08/10,54.1,2005/08/10,54.1,,1,0,1,1,0,1,2,41.6,4.8
2003,2004,2004/06/11,2004/08/02,19.1,2004/08/02,19.1,,1,0,1,2,0,2,3,32.6,9.21
2002,2003,2003/06/09,2003/07/28,78,2003/07/28,78,,1,0,1,2,0,2,3,80.1,3.75
2001,2002,2002/05/27,2002/06/20,,2002/06/20,,,0.5,0,0.5,2.5,1,3.5,4,94.4,4.24
