盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,1.2,0,1.2,0,0,0,1.2,35.1,3.42
2016,2017,2017/06/15,2017/08/29,42.1,,,2017/09/27,2,0,2,0,0,0,2,45.5,4.4
2015,2016,2016/06/14,2016/08/31,49.8,2016/08/31,49.8,2016/10/05,2.2,0,2.2,0.2,0,0.2,2.4,50.2,4.78
2014,2015,2015/06/23,2015/08/28,41.5,2015/08/28,41.5,2015/10/14,2.25,0,2.25,0.5,0,0.5,2.75,53.8,5.11
2013,2014,2014/06/24,2014/08/28,62.7,2014/08/28,62.7,2014/10/15,1.8,0,1.8,0.7,0,0.7,2.5,66.5,3.76
2012,2013,2013/06/27,2013/08/29,56.6,2013/08/29,56.6,,1.7,0,1.7,0.4,0,0.4,2.1,58.8,3.57
2011,2012,2012/06/13,2012/07/31,34.9,2012/07/31,34.9,,1.35,0,1.35,0.65,0,0.65,2,35,5.71
2010,2011,2011/06/15,2011/08/02,39.35,2011/08/02,39.35,,1.1,0,1.1,1.1,0,1.1,2.2,35.9,6.13
2009,2010,2010/06/15,2010/07/30,33.5,2010/07/30,33.5,,1.1,0,1.1,1.23,0,1.23,2.33,32.9,7.08
2008,2009,2009/06/16,2009/07/30,44.05,2009/07/30,44.05,,0.25,0,0.25,0.5,0,0.5,0.75,31.6,2.37
2007,2008,2008/06/13,,,2008/07/30,18.95,,0,0,0,0.75,0,0.75,0.75,20.4,3.67
2006,2007,2007/06/21,,,2007/08/02,34.9,,0,0,0,0.65,0,0.65,0.65,26,2.5
2005,2006,2006/06/14,,,2006/07/19,12.55,,0,0,0,0.55,0,0.55,0.55,15.5,3.54
2004,2005,2005/05/26,2005/08/01,18.1,2005/08/01,18.1,,0.3,0,0.3,1,0,1,1.3,20,6.49
2003,2004,2004/06/15,2004/08/04,23.6,2004/08/04,23.6,,0.5,0,0.5,1,0,1,1.5,26.9,5.58
2002,2003,2003/06/20,2003/07/24,30.2,2003/07/24,30.2,,0.6,0,0.6,0.7,0,0.7,1.3,33,3.94
2001,2002,2002/06/11,,,2002/07/16,24.95,,0,0,0,0.5,0,0.5,0.5,25.4,1.97
2000,2001,2001/05/25,,,2001/07/18,9.7,,0,0,0,0.4,0.05,0.45,0.45,11.7,3.83
1999,2000,2000/05/23,,,2000/07/18,19.5,,0,0,0,1.25,0.05,1.3,1.3,22.7,5.73
1998,1999,1999/05/21,,,,,,0,0,0,1.7,0.1,1.8,1.8,34.5,5.22
1997,1998,1998/05/16,,,1998/07/15,43.1,,0,0,0,1.41,0.19,1.6,1.6,47.9,3.34
1996,1997,1997/05/23,,,1997/07/12,65.5,,0,0,0,1.2,0.2,1.4,1.4,53,2.64
1995,1996,1996/05/29,,,1996/07/10,44.1,,0,0,0,0.5,0.2,0.7,0.7,38.8,1.8
1994,1995,,,,,,,0,0,0,2.16,0.34,2.5,2.5,33.1,7.55
1993,1994,,,,,,,0,0,0,0.8,0.1,0.9,0.9,38.6,2.33
1992,1993,1993/05/04,,,1993/08/03,39.5,,0,0,0,0.82,0.66,1.48,1.48,39.6,3.72
1991,1992,1992/05/16,,,1992/08/16,,,0,0,0,0.8,1,1.8,1.8,47.1,3.82
1990,1991,1991/05/03,,,1991/08/17,,,0,0,0,1.2,0.8,2,2,57.8,3.46
1989,1990,1990/03/20,,,1990/11/06,,,0,0,0,1.66,0,1.66,1.66,,
1988,1989,,,,,,,0,0,0,2,0,2,2,,
1987,1988,,,,,,,0.2,0,0.2,1.6,0,1.6,1.8,,
1985,1986,,,,,,,0,0,0,3.2,0,3.2,3.2,,
