盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0.46,0.04,0.5,0,0,0,0.5,26.8,1.86
2016,2017,2017/06/27,2017/08/17,26.4,,,2017/09/20,1,0.5,1.5,0,0,0,1.5,30.1,4.99
2015,2016,2016/06/21,2016/08/12,29.5,,,2016/09/20,1,0.5,1.5,0,0,0,1.5,31.3,4.79
2014,2015,2015/06/16,2015/08/27,20.5,,,2015/09/18,2.01,0,2.01,0,0,0,2.01,33.4,6.01
2013,2014,2014/06/26,2014/08/27,50.5,,,2014/09/19,2,0,2,0,0,0,2,47.8,4.19
2012,2013,2013/06/28,2013/08/27,39.3,,,,2.2,0,2.2,0,0,0,2.2,43,5.11
2011,2012,2012/06/27,2012/08/30,54.8,,,,2.5,0,2.5,0,0,0,2.5,51.9,4.81
2010,2011,2011/06/02,2011/08/02,65.7,2011/08/02,65.7,,4,0,4,0.4,0,0.4,4.4,84,5.23
2009,2010,2010/06/17,2010/08/17,140.5,2010/08/17,140.5,,3.5,0,3.5,0.5,0,0.5,4,153.3,2.61
2008,2009,2009/05/27,2009/06/30,,2009/06/30,,,2.4,0,2.4,0.6,0,0.6,3,188.8,1.59
2007,2008,2008/06/24,2008/08/21,,2008/08/21,,,2.7,0,2.7,1.3,0,1.3,4,,
