盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/28,,,,,,0,0,0,0,0,0,0,12,0
2016,2017,2017/06/27,,,2017/08/23,7.99,,0,0,0,0.5,0,0.5,0.5,7.9,6.33
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,6.27,0
2014,2015,2015/06/18,,,,,,0,0,0,0,0,0,0,6.7,0
2013,2014,2014/06/11,,,,,,0,0,0,0,0,0,0,9,0
2012,2013,2013/06/07,2013/08/05,9.97,,,,0.28,0,0.28,0,0,0,0.28,10.1,2.78
2011,2012,2012/04/27,2012/06/20,13.8,2012/06/20,13.8,,1.1,0,1.1,0,0,0,1.1,12.1,9.08
2010,2011,2011/06/28,2011/08/08,14.4,,,,0.3,0,0.3,0,0,0,0.3,15.7,1.91
2009,2010,2010/06/29,,,,,,0,0,0,0,0,0,0,17.3,0
2008,2009,2009/06/04,2009/06/25,24.1,,,,2,0,2,0,0,0,2,20.2,9.88
2007,2008,2008/04/30,2008/05/27,,,,,1.5,0,1.5,0,0,0,1.5,20.7,7.25
2006,2007,,,,,,,1,0,1,0,0,0,1,,
2005,2006,2006/06/29,2006/07/14,,,,,1,0,1,0,0,0,1,,
2004,2005,2005/06/22,,,,,,1,0,1,0,0,0,1,,
2003,2004,,,,,,,0.8,0,0.8,0,0,0,0.8,,
