盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/09,275,,,2018/08/02(即將發放),7.5,2.5,10,0,0,0,10,314.8,3.18
2016,2017,2017/06/15,2017/07/06,255.5,,,2017/08/03,8,1.5,9.5,0,0,0,9.5,259.8,3.66
2015,2016,2016/06/24,2016/07/15,235,,,2016/08/11,11,0,11,0,0,0,11,230.7,4.77
2014,2015,2015/06/12,2015/07/15,367,,,2015/08/07,22,0,22,0,0,0,22,354.7,6.2
2013,2014,2014/06/12,2014/07/04,520,,,,15,0,15,0,0,0,15,467.4,3.21
2012,2013,2013/06/21,2013/07/16,349,,,,0.5,8.5,9,0,0,0,9,366,2.46
2011,2012,2012/06/13,2012/07/16,239,,,,9,0,9,0,0,0,9,294,3.06
2010,2011,2011/06/15,2011/07/08,284.5,,,,20,0,20,0,0,0,20,315.6,6.34
2009,2010,2010/06/15,2010/07/28,456,2010/07/28,456,,26,0,26,0.02,0,0.02,26.02,477.8,5.45
2008,2009,2009/06/10,2009/07/17,432.5,2009/07/17,432.5,,14,0,14,0.02,0,0.02,14.02,412.9,3.4
2007,2008,2008/06/13,2008/07/16,261,2008/07/16,261,,19,0,19,0.1,0,0.1,19.1,327.7,5.83
2006,2007,2007/06/11,2007/07/25,572,2007/07/25,572,,15,0,15,0.5,0,0.5,15.5,477.2,3.25
2005,2006,2006/06/21,2006/08/02,253.5,2006/08/02,253.5,,11,0,11,1,0,1,12,332.3,3.61
2004,2005,2005/06/13,2005/08/10,320.5,2005/08/10,320.5,,10,0,10,1,0,1,11,277.9,3.96
2003,2004,2004/06/09,2004/07/29,185,2004/07/29,185,,8.55,0,8.55,1.81,0,1.81,10.36,276.3,3.75
2002,2003,2003/05/16,2003/08/19,294,2003/08/19,294,,8,0,8,3.5,0,3.5,11.5,324.9,3.54
2001,2002,2002/06/03,2002/08/29,295,2002/08/29,295,,4,0,4,4,0,4,8,473.4,1.69
2000,2001,2001/06/08,2001/08/30,,2001/08/30,263,,1,0,1,4,0,4,5,356.3,1.4
1999,2000,2000/06/09,,,,,,0,0,0,7.5,0,7.5,7.5,,
