盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/04,2018/05/21,24.3,,,2018/05/31,0.71,0,0.71,0,0,0,0.71,26.1,2.71
2016,2017,2017/04/28,2017/05/16,28.2,,,2017/05/26,1.14,0,1.14,0,0,0,1.14,28.2,4.05
2015,2016,2016/06/27,2016/07/12,27.75,,,2016/07/26,0.08,0.12,0.2,0,0,0,0.2,28.7,0.7
2014,2015,2015/05/27,,,,,,0,0,0,0,0,0,0,29.8,0
2013,2014,2014/06/12,2014/07/09,33,,,,1.06,0,1.06,0,0,0,1.06,34.7,3.04
2012,2013,2013/06/13,,,,,,0,0,0,0,0,0,0,35.6,0
2011,2012,2012/05/16,2012/09/28,40.05,2012/09/28,40.05,,0.53,0,0.53,2.03,0.32,2.35,2.88,42.2,6.83
2010,2011,2011/06/15,2011/07/25,51.2,2011/07/25,51.2,,0.52,0,0.52,0.63,0,0.63,1.15,47.5,2.42
2009,2010,2010/05/20,,,,,,0,0,0,0,0,0,0,44.2,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,28.4,0
2007,2008,2008/04/23,2008/06/25,31.15,2008/06/25,31.15,,0.5,0,0.5,3,0,3,3.5,35.2,9.96
2006,2007,2007/04/24,2007/08/20,40.8,2007/08/20,40.8,,0.52,0,0.52,4.69,0,4.69,5.21,52.5,9.94
2005,2006,2006/04/19,2006/07/04,42.4,2006/07/04,42.4,,1,0,1,4,0,4,5,47.6,10.52
2004,2005,2005/06/28,,,,,,0,0,0,0,0,0,0,34.1,0
2003,2004,2004/05/26,,,,,,0,0,0,0,0,0,0,37.8,0
2002,2003,2003/06/25,,,,,,0,0,0,0,0,0,0,19.7,0
2001,2002,2002/05/06,,,,,,0,0,0,0,0,0,0,7.54,0
2000,2001,2001/06/28,,,,,,0,0,0,0,0,0,0,4.91,0
1999,2000,2000/06/21,,,,,,0,0,0,0,0,0,0,47.7,0
1998,1999,1999/04/30,,,1999/06/25,,,0,0,0,1.5,1,2.5,2.5,82.4,3.04
1997,1998,1998/04/16,,,1998/08/24,,,0,0,0,0,2,2,2,128.3,1.56
1996,1997,1997/04/10,,,1997/05/07,,,0,0,0,1.8,1,2.8,2.8,126,2.22
1995,1996,1996/06/18,,,1996/09/25,,,0,0,0,0,0.5,0.5,0.5,61.3,0.82
1994,1995,1995/12/28,,,,,,0,0,0,0,0,0,0,61.2,0
1993,1994,1994/04/28,,,,,,0,0,0,0,0,0,0,53,0
1992,1993,1993/04/30,,,,,,0,0,0,0,0,0,0,47.6,0
1991,1992,1992/04/27,,,,,,0,0,0,0,0,0,0,63.9,0
1990,1991,1991/05/28,,,,,,0,0,0,0,0,0,0,68.6,0
1983,1984,,,,,,,0.3,0,0.3,0,0.2,0.2,0.5,,
