盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/24,2018/07/09,186.5,,,2018/08/08(即將發放),6.6,0,6.6,0,0,0,6.6,210.8,3.13
2016,2017,2017/05/26,2017/06/30,215,2017/06/30,215,2017/08/16,6.3,0,6.3,1,0,1,7.3,232.1,3.14
2015,2016,2016/05/25,2016/06/30,232.5,,,2016/08/05,6,0,6,0,0,0,6,241.7,2.48
2014,2015,2015/05/28,2015/06/23,206.5,,,2015/07/10,6,0,6,0,0,0,6,229.1,2.62
2013,2014,2014/06/18,2014/07/16,242.5,2014/09/01,255,,5.28,0,5.28,0.99,0,0.99,6.27,215.1,2.92
2012,2013,2013/06/13,2013/07/15,152,,,,4.89,0,4.89,0,0,0,4.89,152.2,3.21
2011,2012,2012/06/13,2012/07/19,101,,,,4.96,0,4.96,0,0,0,4.96,102,4.87
2010,2011,2011/05/25,2011/07/11,87.7,2011/07/11,87.7,,3.5,0,3.5,0,1,1,4.5,87,5.17
2009,2010,2010/05/18,2010/06/29,67.5,,,,4,0,4,0,0,0,4,73,5.48
2008,2009,2009/05/15,2009/08/04,48.95,2009/08/04,48.95,,3,0,3,0.05,0,0.05,3.05,52.3,5.83
2007,2008,2008/06/12,2008/07/31,63.5,2008/07/31,63.5,,4,0,4,0.5,0,0.5,4.5,64.9,6.93
2006,2007,2007/06/15,2007/08/02,90.8,2007/08/02,90.8,,4.01,0,4.01,0.5,0,0.5,4.51,97.2,4.64
2005,2006,2006/06/16,2006/08/02,90.3,2006/08/02,90.3,,4,0,4,0.2,0,0.2,4.2,93.6,4.48
2004,2005,2005/05/24,2005/08/02,75.7,2005/08/02,75.7,,3.67,0,3.67,0.5,0,0.5,4.16,77.6,5.37
2003,2004,2004/05/27,2004/08/02,60,2004/08/02,60,,2.48,0,2.48,0.5,0,0.5,2.98,68.4,4.35
2002,2003,2003/05/02,2003/08/01,48.2,2003/08/01,48.2,,1.47,0,1.47,1.47,0,1.47,2.93,58.3,5.03
2001,2002,2002/05/30,2002/07/12,64.38,2002/07/12,64.38,,1.5,0,1.5,2,0,2,3.5,77,4.54
2000,2001,2001/05/04,2001/07/23,,2001/07/23,,,1,0,1,3,0,3,4,99.9,4
1999,2000,2000/04/29,2000/05/31,,2000/05/31,,,1,0,1,3,0,3,4,186.5,2.14
1998,1999,1999/04/24,,,1999/06/01,,,0,0,0,6,0,6,6,185.1,3.24
1997,1998,1998/04/18,,,1998/06/23,,,0,0,0,5,0,5,5,,
1996,1997,1997/05/03,,,1997/07/15,,,0,0,0,6,0,6,6,,
