盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/28,2018/06/14,40.25,,,2018/07/19(即將發放),2.62,0,2.62,0,0,0,2.62,38.6,6.79
2016,2017,2017/05/31,2017/06/22,29.75,,,2017/07/28,1.94,0.16,2.1,0,0,0,2.1,32,6.57
2015,2016,2016/05/31,2016/06/30,25.05,,,2016/07/29,1.8,0.2,2,0,0,0,2,25.9,7.73
2014,2015,2015/06/22,2015/07/23,26.55,,,2015/08/28,2,0,2,0,0,0,2,27,7.4
2013,2014,2014/06/11,2014/06/27,28.9,,,,2,0,2,0,0,0,2,29.5,6.78
2012,2013,2013/06/10,2013/07/09,24,,,,2,0,2,0,0,0,2,26.3,7.61
2011,2012,2012/06/12,2012/06/28,25.15,,,,1.9,0,1.9,0,0,0,1.9,26.1,7.29
2010,2011,2011/06/10,2011/06/29,28.1,,,,1.87,0,1.87,0,0,0,1.87,28.1,6.65
2009,2010,2010/06/14,2010/07/09,29.05,,,,1.8,0,1.8,0,0,0,1.8,29.4,6.11
2008,2009,2009/06/10,2009/06/25,15.7,,,,1.69,0,1.69,0,0,0,1.69,17.6,9.59
2007,2008,2008/06/13,2008/06/30,14.15,,,,1.2,0,1.2,0,0,0,1.2,14.3,8.41
2006,2007,2007/06/13,2007/07/02,20.5,,,,1.2,0,1.2,0,0,0,1.2,18.2,6.61
2005,2006,2006/06/09,2006/08/01,12.5,,,,1.07,0,1.07,0,0,0,1.07,14,7.65
2004,2005,2005/05/24,2005/07/26,15.6,,,,1.2,0,1.2,0,0,0,1.2,14.8,8.1
2003,2004,2004/05/18,2004/07/29,16.8,,,,1.52,0,1.52,0,0,0,1.52,21.5,7.06
2002,2003,2003/05/27,2003/07/31,31.8,2003/07/31,31.8,,1,0,1,1,0,1,2,34.3,5.83
2001,2002,2002/05/13,2002/07/11,73.93,2002/07/11,73.93,,1,0,1,3.31,0.19,3.5,4.5,91.4,4.92
2000,2001,2001/05/10,2001/08/06,125.5,2001/08/06,125.5,,1,0,1,4.69,0.51,5.2,6.2,174.3,3.56
1999,2000,2000/05/02,,,2000/07/04,234,,0,0,0,4.47,1.33,5.8,5.8,299.8,1.93
1998,1999,1999/06/25,,,,,,0,0,0,4,2,6,6,,
1997,1998,,,,,,,0,0,0,2.6,1.9,4.5,4.5,,
