盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/21,2018/06/06,16.05,,,2018/07/10,0.04,0.06,0.1,0,0,0,0.1,27.9,0.37
2016,2017,2017/05/22,2017/08/29,28.2,,,2017/09/15,0.43,0,0.43,0,0,0,0.43,23.4,1.84
2015,2016,2016/06/08,2016/08/25,13.55,,,2016/09/14,0.15,0,0.15,0,0,0,0.15,12.9,1.16
2014,2015,2015/06/11,2015/08/06,12.4,,,2015/09/10,0.5,0,0.5,0,0,0,0.5,13.3,3.75
2013,2014,2014/06/25,,,,,,0,0,0,0,0,0,0,11.3,0
2012,2013,2013/06/11,,,,,,0,0,0,0,0,0,0,6.64,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,7.23,0
2010,2011,2011/06/10,,,,,,0,0,0,0,0,0,0,8.24,0
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,13.1,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,10.4,0
2007,2008,2008/06/13,2008/09/10,8.6,,,,0.5,0,0.5,0,0,0,0.5,10.7,4.69
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,21.6,0
2005,2006,2006/05/16,,,,,,0,0,0,0,0,0,0,9.32,0
2004,2005,,,,,,,0,0,0,0,0,0,0,9.91,0
2003,2004,2004/05/27,,,,,,0,0,0,0,0,0,0,13.8,0
2002,2003,2003/05/21,2003/09/24,11.7,2003/09/24,11.47,,0.3,0,0.3,0.2,0,0.2,0.5,16.9,2.96
2001,2002,2002/06/18,2002/09/06,,2002/09/06,,,2,0,2,0.9,1,1.9,3.9,48.9,7.98
2000,2001,2001/05/15,2001/06/22,,2001/06/22,,,2,0,2,1.5,1,2.5,4.5,71.6,6.29
1999,2000,2000/07/01,2000/09/05,,2000/09/05,,,2.2,0,2.2,2.5,2.5,5,7.2,83.9,8.58
1998,1999,,,,,,,0,0,0,5.5,1.5,7,7,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
