盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/26,99.5,,,2018/08/31(即將發放),4.97,1.03,6,0,0,0,6,112.1,5.35
2016,2017,2017/06/16,2017/07/25,127,,,2017/08/30,5.91,0,5.91,0,0,0,5.91,127.5,4.64
2015,2016,2016/06/16,2016/07/25,111.5,,,2016/08/31,6,0,6,0,0,0,6,100.4,5.98
2014,2015,2015/06/18,2015/07/23,73.7,,,2015/08/31,6,0,6,0,0,0,6,90.4,6.64
2013,2014,2014/06/19,2014/07/24,156.5,,,2014/08/29,7,0,7,0,0,0,7,144.4,4.85
2012,2013,2013/06/19,2013/07/25,158,,,,5,0,5,0,0,0,5,139.7,3.58
2011,2012,2012/06/19,2012/07/25,83.7,,,,3.94,0,3.94,0,0,0,3.94,97.7,4.04
2010,2011,2011/06/02,2011/06/24,124,2011/06/24,124,,4,0,4,0,0,0,4,108.6,3.68
2009,2010,2010/04/28,2010/06/07,113,2010/06/07,113,,3,0,3,0,0,0,3,124.2,2.41
2008,2009,2009/06/26,2009/08/13,66.3,2009/08/13,66.3,,2.5,0,2.5,0.5,0,0.5,3,59.5,5.04
2007,2008,,2008/08/04,66.3,2008/08/04,66.3,,3.5,0,3.5,0.5,0,0.5,4,66.1,6.05
2006,2007,2007/05/15,2007/07/25,,2007/07/25,,,1.5,0,1.5,0.5,0,0.5,2,87.9,2.28
2005,2006,2006/06/20,,,2006/08/24,,,0.5,0,0.5,0.5,0,0.5,1,,
2004,2005,2005/06/21,2005/07/25,,,,,0.25,0,0.25,0,0,0,0.25,,
2003,2004,2004/06/21,2004/07/26,,,,,0.5,0,0.5,0,0,0,0.5,,
2002,2003,2003/06/20,2003/07/09,,,,,0.5,0,0.5,0.5,0,0.5,1,,
2001,2002,,,,,,,0.5,0,0.5,1,0,1,1.5,,
2000,2001,,,,,,,0,0,0,2,0,2,2,,
1999,2000,,,,,,,2,0,2,5,0,5,7,,
