盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,0.21,0.19,0.4,0,0,0,0.4,14.9,2.68
2016,2017,2017/06/16,2017/08/02,12.35,,,2017/08/25,0.65,0,0.65,0,0,0,0.65,13.9,4.67
2015,2016,2016/06/07,2016/09/08,13.4,,,2016/10/05,0.9,0,0.9,0,0,0,0.9,13.8,6.54
2014,2015,2015/06/25,2015/09/08,13.45,,,2015/10/05,0.95,0,0.95,0,0,0,0.95,15.5,6.14
2013,2014,2014/06/25,2014/08/28,18.35,2014/08/28,18.35,2014/10/03,0.5,0,0.5,2,0,2,2.5,18.5,13.5
2012,2013,2013/06/17,2013/07/24,14.05,,,,1,0,1,0,0,0,1,14.1,7.09
2011,2012,2012/06/28,2012/08/23,13.55,,,,1.1,0,1.1,0,0,0,1.1,13.6,8.12
2010,2011,2011/06/24,2011/07/29,18.8,,,,2.2,0,2.2,0,0,0,2.2,16.8,13.11
2009,2010,2010/06/15,2010/07/06,12.1,,,,0.5,0,0.5,0,0,0,0.5,14.1,3.54
2008,2009,2009/06/19,2009/07/15,9.19,,,,0.55,0,0.55,0,0,0,0.55,9.51,5.78
2007,2008,2008/06/13,2008/09/10,8.94,,,,0.75,0,0.75,0,0,0,0.75,10.2,7.37
2006,2007,2007/06/07,2007/07/26,13.05,,,,0.6,0,0.6,0,0,0,0.6,11.8,5.08
2005,2006,2006/06/12,2006/08/02,8.6,,,,0.8,0,0.8,0,0,0,0.8,9.15,8.74
2004,2005,2005/06/17,2005/08/05,7.8,,,,0.3,0,0.3,0,0,0,0.3,8.04,3.73
2003,2004,2004/06/10,2004/08/25,,,,,0.2,0,0.2,0,0,0,0.2,9.25,2.16
2002,2003,2003/06/18,2003/08/14,7.7,,,,0.2,0,0.2,0,0,0,0.2,8.63,2.32
2001,2002,2002/05/27,2002/07/03,,,,,1.1,0,1.1,0,0,0,1.1,10.6,10.41
2000,2001,2001/06/08,,,,,,0,0,0,0,0,0,0,9.69,0
1999,2000,,,,,,,0.3,0,0.3,0.4,1.1,1.5,1.8,15.5,11.63
1998,1999,1999/05/25,1999/07/13,23.9,1999/07/13,23.9,,0.5,0,0.5,1.3,0.7,2,2.5,25.5,9.8
1997,1998,1998/06/02,,,1998/08/18,48.3,,0,0,0,2,0,2,2,49.9,4
1996,1997,1997/05/31,,,1997/06/28,,,0,0,0,1,0,1,1,41.5,2.41
1995,1996,1996/06/22,,,1996/08/01,,,0,0,0,1,0,1,1,,
1994,1995,1995/06/17,,,1995/08/01,,,0,0,0,0.7,0,0.7,0.7,,
1993,1994,,,,,,,0,0,0,0.5,0,0.5,0.5,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
