盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,,,,,,0,0,0,0,0,0,0,10,0
2016,2017,2017/06/26,,,,,,0,0,0,0,0,0,0,7.59,0
2015,2016,2016/06/21,,,,,,0,0,0,0,0,0,0,6.59,0
2014,2015,2015/06/25,,,,,,0,0,0,0,0,0,0,7.13,0
2013,2014,2014/05/30,,,,,,0,0,0,0,0,0,0,9.22,0
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,9.71,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,11,0
2010,2011,2011/06/15,2011/07/11,14.75,,,,0.19,0,0.19,0,0,0,0.19,14.7,1.27
2009,2010,2010/06/17,2010/07/13,19.4,,,,0.76,0,0.76,0,0,0,0.76,20.3,3.76
2008,2009,,,,,,,0,0,0,0,0,0,0,12.4,0
2007,2008,,,,,,,0,0,0,0,0,0,0,7.91,0
2006,2007,2007/06/11,2007/06/28,18.4,,,,0.07,0,0.07,0,0,0,0.07,17.1,0.41
2005,2006,2006/06/12,2006/09/04,14.2,2006/09/04,14.2,,0.11,0,0.11,0.45,0,0.45,0.56,17,3.3
2004,2005,2005/06/13,,,,,,0,0,0,0,0,0,0,18.2,0
2003,2004,2004/06/01,,,2004/08/09,14.1,,0,0,0,0.12,0,0.12,0.12,17.4,0.71
2002,2003,2003/06/27,,,,,,0,0,0,0,0,0,0,25.5,0
2001,2002,2002/06/26,,,,,,0,0,0,0,0,0,0,37.3,0
2000,2001,2001/05/22,,,2001/08/13,30.27,,0,0,0,0,1,1,1,44.8,2.23
1999,2000,2000/05/25,,,2000/08/09,75.83,,0,0,0,2.59,2.99,5.58,5.58,104.4,5.35
1998,1999,1999/06/23,,,1999/08/12,103.26,,0,0,0,2.4,0,2.4,2.4,101.5,2.36
1997,1998,1998/05/15,,,1998/07/16,44.28,,0,0,0,0.8,0.8,1.6,1.6,55.7,2.87
1996,1997,1997/04/15,,,1997/05/24,,,0,0,0,2.1,0,2.1,2.1,44,4.78
1995,1996,1996/06/27,,,1996/12/26,,,0,0,0,3.8,0,3.8,3.8,,
1994,1995,1995/06/08,,,1995/08/31,,,0,0,0,2.4,0,2.4,2.4,,
1993,1994,,,,,,,0,0,0,0,0,0,0,,
1992,1993,,,,,,,0,0,0,0,0,0,0,,
1988,1989,,,,,,,0,0,0,9.2,0,9.2,9.2,,
