盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0.5,0,0.5,0,0,0,0.5,16.1,3.11
2016,2017,2017/06/22,2017/07/10,12.15,,,2017/07/28,0.5,0,0.5,0,0,0,0.5,14.1,3.55
2015,2016,2016/06/23,2016/07/11,13,,,2016/07/29,1,0,1,0,0,0,1,12.6,7.91
2014,2015,2015/06/22,2015/08/05,10.85,,,2015/08/21,0.6,0,0.6,0,0,0,0.6,11.7,5.12
2013,2014,2014/06/23,2014/07/10,12.35,,,,0.5,0,0.5,0,0,0,0.5,12.1,4.15
2012,2013,2013/06/10,2013/07/01,12.3,,,,0.6,0,0.6,0,0,0,0.6,12.4,4.83
2011,2012,2012/06/12,2012/09/14,10.85,,,,0.28,0,0.28,0,0,0,0.28,11,2.55
2010,2011,2011/06/10,2011/06/30,13.65,,,,0.5,0,0.5,0,0,0,0.5,12.5,4.01
2009,2010,2010/06/08,2010/06/24,18.95,,,,1.1,0,1.1,0,0,0,1.1,17,6.48
2008,2009,,,,,,,0,0,0,0,0,0,0,10.9,0
2007,2008,2008/06/12,2008/07/24,11.25,2008/07/24,11.25,,0.4,0,0.4,0.4,0,0.4,0.8,10.9,7.34
2006,2007,2007/06/22,2007/07/16,16.15,,,,0.3,0,0.3,0,0,0,0.3,14.7,2.04
2005,2006,2006/06/19,2006/07/05,12.9,,,,0.7,0,0.7,0,0,0,0.7,13.4,5.23
2004,2005,2005/06/08,2005/07/22,15.4,2005/07/22,15.4,,0.6,0,0.6,0.9,0,0.9,1.5,16.2,9.25
2003,2004,2004/06/15,2004/07/23,18.5,2004/07/23,18.5,,1.4,0,1.4,0.7,0,0.7,2.1,21.2,9.92
2002,2003,2003/06/18,2003/08/25,26.6,2003/08/25,26.6,,1,0,1,1.25,0,1.25,2.25,27.8,8.09
2001,2002,2002/04/16,2002/05/24,33.19,2002/05/24,33.19,,0.6,0,0.6,1.6,0,1.6,2.2,32.1,6.85
2000,2001,2001/05/11,2001/08/24,20,2001/08/24,20,,1.88,0,1.88,1.12,0,1.12,3,22.4,13.39
1999,2000,2000/05/24,2000/06/22,,2000/06/22,,,1.25,0,1.25,1.25,0,1.25,2.5,19,13.17
1998,1999,1999/06/02,1999/06/24,,1999/06/24,,,0.5,0,0.5,1.5,0,1.5,2,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
