盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/17,2018/06/26,46.3,,,2018/07/16,0.45,0,0.45,0,0,0,0.45,36.3,1.24
2016,2017,2017/05/17,2017/06/05,24.7,,,2017/06/28,0.7,0,0.7,0,0,0,0.7,25.7,2.73
2015,2016,2016/05/19,2016/07/13,21.95,,,2016/08/05,1,0,1,0,0,0,1,23.8,4.2
2014,2015,2015/05/25,2015/07/08,25.4,,,2015/08/04,0.4,0,0.4,0,0,0,0.4,26.2,1.53
2013,2014,2014/05/14,,,,,,0,0,0,0,0,0,0,25.8,0
2012,2013,2013/06/20,,,,,,0,0,0,0,0,0,0,13.1,0
2011,2012,2012/06/15,,,,,,0,0,0,0,0,0,0,11.2,0
2010,2011,2011/06/09,2011/08/31,13.25,,,,0.7,0,0.7,0,0,0,0.7,18.7,3.74
2009,2010,2010/06/17,2010/08/19,34.6,2010/08/19,34.6,,1,0,1,0.3,0,0.3,1.3,35,3.71
2008,2009,2009/06/10,2009/09/02,29.95,2009/09/02,29.95,,0.5,0,0.5,0.4,0,0.4,0.9,28,3.21
2007,2008,2008/06/06,2008/07/25,21.73,2008/07/25,21.73,,0.71,0,0.71,0.76,0,0.76,1.47,24.6,5.99
2006,2007,2007/06/21,2007/08/07,56.6,2007/08/07,56.6,,0.54,0,0.54,0.78,0,0.78,1.32,49.4,2.67
2005,2006,2006/06/06,2006/08/02,25.44,2006/08/02,25.44,,0.6,0,0.6,1.5,0,1.5,2.1,35.3,5.96
2004,2005,2005/06/16,2005/09/26,26.17,2005/09/26,26.17,,0.6,0,0.6,1.29,0,1.29,1.89,28.7,6.59
2003,2004,2004/06/16,,,2004/08/12,23,,0,0,0,1.5,0,1.5,1.5,28.8,5.2
2002,2003,2003/06/10,,,,,,0,0,0,0.6,0,0.6,0.6,,
