盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/12,38.35,,,2018/08/15(即將發放),1.25,0,1.25,0,0,0,1.25,43.9,2.84
2016,2017,2017/06/22,2017/07/13,41.7,,,2017/08/15,1.8,0,1.8,0,0,0,1.8,43.4,4.15
2015,2016,2016/06/22,2016/07/14,48.4,,,2016/08/15,3,0,3,0,0,0,3,50.4,5.96
2014,2015,2015/06/25,2015/07/22,65.2,,,2015/08/14,4.5,0,4.5,0,0,0,4.5,66.1,6.8
2013,2014,2014/06/27,2014/07/21,72.5,,,,3.5,0,3.5,0,0,0,3.5,71.8,4.87
2012,2013,2013/06/11,2013/07/09,79.2,,,,3.89,0,3.89,0,0,0,3.89,78.4,4.97
2011,2012,2012/06/28,2012/07/25,62.9,,,,3.5,0,3.5,0,0,0,3.5,63.2,5.54
2010,2011,2011/06/28,2011/07/25,63.6,,,,3.2,0,3.2,0,0,0,3.2,57.2,5.6
2009,2010,2010/06/25,2010/07/14,46.7,,,,2.7,0,2.7,0,0,0,2.7,48,5.62
2008,2009,2009/06/26,2009/07/15,39.15,,,,2,0,2,0,0,0,2,39.6,5.05
2007,2008,2008/06/25,2008/07/14,41.2,,,,1.8,0,1.8,0,0,0,1.8,40,4.5
2006,2007,2007/06/22,2007/07/10,41.9,,,,1.6,0,1.6,0,0,0,1.6,36.1,4.43
2005,2006,2006/06/22,2006/07/10,16.2,,,,1,0,1,0,0,0,1,16.5,6.06
2004,2005,2005/06/28,2005/07/18,11.75,,,,0.6,0,0.6,0,0,0,0.6,10.7,5.63
2003,2004,2004/06/08,2004/08/12,8.75,2004/08/12,8.75,,0.2,0,0.2,0.2,0,0.2,0.4,9.37,4.27
2002,2003,2003/06/11,2003/07/08,8.5,,,,0.3,0,0.3,0,0,0,0.3,8.92,3.36
2001,2002,2002/06/11,2002/08/06,10.1,2002/08/06,10.1,,0.3,0,0.3,0.3,0,0.3,0.6,11.2,5.34
2000,2001,2001/06/08,2001/08/02,10.1,2001/10/25,9.2,,0.7,0,0.7,0.5,0,0.5,1.2,12.2,9.81
1999,2000,2000/06/09,2000/08/04,18.7,2000/08/04,18.7,,1,0,1,0.5,0,0.5,1.5,16.5,9.11
1998,1999,1999/04/14,,,1999/07/25,,,0,0,0,1,0,1,1,,
1997,1998,1998/06/29,,,1998/07/25,,,0,0,0,1,0,1,1,,
1996,1997,1997/06/25,,,1997/12/15,,,0,0,0,0.6,0,0.6,0.6,,
