盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,,,,,,1.2,0,1.2,0,0,0,1.2,16.8,7.13
2016,2017,2017/06/28,2017/07/27,24.5,,,2017/08/15,3,0,3,0,0,0,3,24.4,12.31
2015,2016,2016/06/30,2016/07/27,18.9,,,2016/08/12,1.3,0,1.3,0,0,0,1.3,20.8,6.25
2014,2015,2015/06/30,2015/09/01,15.5,,,2015/09/17,0.3,0,0.3,0,0,0,0.3,17.2,1.74
2013,2014,2014/06/24,2014/09/03,16.7,,,2014/09/23,2.31,0,2.31,0,0,0,2.31,18.5,12.49
2012,2013,2013/06/24,2013/07/25,15.6,,,,1,0,1,0,0,0,1,17.4,5.74
2011,2012,2012/06/28,,,,,,0,0,0,0,0,0,0,14.5,0
2010,2011,2011/06/28,2011/08/04,12.15,,,,0.5,0,0.5,0,0,0,0.5,11.6,4.3
2009,2010,2010/06/29,,,,,,0,0,0,0,0,0,0,10.3,0
2008,2009,2009/06/25,,,,,,0,0,0,0,0,0,0,6.75,0
2007,2008,2008/06/27,,,,,,0,0,0,0,0,0,0,7.78,0
2006,2007,2007/06/27,,,,,,0,0,0,0,0,0,0,9.95,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,4.89,0
2004,2005,2005/06/28,,,,,,0,0,0,0,0,0,0,3.78,0
2003,2004,2004/06/28,,,,,,0,0,0,0,0,0,0,4.41,0
2002,2003,2003/06/27,,,,,,0,0,0,0,0,0,0,3.38,0
2001,2002,2002/06/27,,,,,,0,0,0,0,0,0,0,3.97,0
2000,2001,,,,,,,0,0,0,0,0,0,0,2.52,0
1999,2000,,,,,,,0,0,0,0,0,0,0,5.47,0
1998,1999,,,,,,,0,0,0,0,0,0,0,9.62,0
1997,1998,,,,,,,0,0,0,1.9,0.6,2.5,2.5,27.6,9.04
1996,1997,,,,,,,0,0,0,0,1,1,1,42.5,2.35
1995,1996,,,,,,,0,0,0,0,0,0,0,18.3,0
1994,1995,1995/05/10,,,1995/07/20,15.8,,0,0,0,0,1.5,1.5,1.5,20.8,7.21
1993,1994,1994/06/16,,,,,,0,0,0,0,0,0,0,25.7,0
1992,1993,1993/06/30,,,,,,0,0,0,0,0,0,0,21.6,0
1991,1992,,,,,,,0,0,0,0,1,1,1,28.2,3.55
1990,1991,,,,,,,0,0,0,0,0,0,0,30.7,0
1989,1990,,,,,,,0,0,0,0,0,0,0,,
1988,1989,1989/05/08,,,1990/01/18,64.5,,0,0,0,0,1,1,1,,
1987,1988,,,,,,,0,0,0,2,0,2,2,,
1986,1987,,,,,,,0,0,0,1.2,0,1.2,1.2,,
