盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,0.41,2.51,2.92,0,0,0,2.92,39.8,7.34
2016,2017,2017/06/22,2017/08/10,45.4,,,2017/09/12,2.92,0,2.92,0,0,0,2.92,47,6.21
2015,2016,2016/06/24,2016/08/24,45.7,2016/08/24,45.7,2016/09/27,2.19,0,2.19,0.05,0,0.05,2.24,43.1,5.19
2014,2015,2015/06/24,2015/08/10,31,2015/08/10,31,2015/09/14,1.97,0,1.97,0.05,0,0.05,2.02,35.8,5.63
2013,2014,2014/06/19,2014/07/31,51,2014/07/31,51,2014/09/12,2.71,0,2.71,0.05,0,0.05,2.76,45.2,6.11
2012,2013,2013/06/19,2013/08/07,48,2013/08/07,48,,2.34,0,2.34,0.05,0,0.05,2.39,48.4,4.94
2011,2012,2012/06/19,2012/08/07,35.15,2012/08/07,35.15,,2.27,0,2.27,0.05,0,0.05,2.32,36.9,6.28
2010,2011,2011/06/22,2011/08/08,31.15,2011/08/08,31.15,,2.87,0,2.87,0.05,0,0.05,2.92,34.3,8.52
2009,2010,2010/06/15,2010/08/12,38,2010/08/12,38,,2.25,0,2.25,0.05,0,0.05,2.3,40.1,5.74
2008,2009,2009/06/22,2009/08/17,35.2,2009/08/17,35.2,,1.4,0,1.4,0.05,0,0.05,1.45,32.6,4.45
2007,2008,2008/06/25,2008/08/08,25.35,2008/08/08,25.35,,2.95,0,2.95,0.05,0,0.05,3,31.8,9.44
2006,2007,2007/06/21,2007/09/04,47.1,2007/09/04,47.1,,3.29,0,3.29,0.07,0,0.07,3.35,47.5,7.06
2005,2006,2006/06/21,2006/09/18,40.85,2006/09/18,40.85,,2.36,0,2.36,0.05,0,0.05,2.41,44.6,5.4
2004,2005,2005/06/14,2005/08/25,33.15,2005/08/25,33.15,,2,0,2,0.2,0,0.2,2.2,36.3,6.06
2003,2004,2004/06/15,2004/08/30,31.7,2004/08/30,31.7,,1.4,0,1.4,1,0,1,2.4,34.6,6.93
2002,2003,2003/05/13,2003/07/24,34,2003/07/24,34,,1.4,0,1.4,0.6,1,1.6,3,38.3,7.84
2001,2002,2002/05/21,2002/06/20,43.26,2002/06/20,43.26,,1.26,0,1.26,1.26,0,1.26,2.53,33.9,7.47
2000,2001,2001/04/19,,,,,,0.5,0,0.5,2.5,0,2.5,3,18.6,16.13
1999,2000,2000/05/30,,,2000/07/27,,,0,0,0,0.9,0.6,1.5,1.5,41.5,3.62
1998,1999,1999/06/21,,,,,,0,0,0,0,0,0,0,51.6,0
1997,1998,1998/05/19,,,,,,0.5,0,0.5,2,0.2,2.2,2.7,85.2,3.17
1996,1997,1997/05/06,,,1997/06/03,59.76,,0,0,0,2.5,0.5,3,3,98.1,3.06
1995,1996,1996/04/02,1996/05/11,49.9,1996/05/11,38.4,,0.6,0,0.6,3,0,3,3.6,38.1,9.45
1994,1995,1995/05/30,,,1995/07/12,,,0,0,0,1,0,1,1,46.4,2.15
1993,1994,1994/05/31,,,1994/08/30,,,0,0,0,1.1,0,1.1,1.1,49.2,2.23
1992,1993,,,,,,,0,0,0,1,0,1,1,31.6,3.16
