盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,0.9,0,0.9,0.1,0,0.1,1,20.3,4.93
2016,2017,2017/06/16,2017/08/04,19.15,2017/08/04,19.15,2017/08/24,1.2,0,1.2,0.2,0,0.2,1.4,19.1,7.32
2015,2016,2016/06/24,2016/08/05,15.9,2016/08/05,15.9,2016/08/25,0.95,0,0.95,0.45,0,0.45,1.4,16.3,8.58
2014,2015,2015/06/26,2015/07/31,17.15,2015/07/31,17.15,2015/08/20,0.7,0,0.7,0.65,0,0.65,1.35,17.4,7.77
2013,2014,2014/06/20,2014/08/01,18.65,2014/08/01,18.65,2014/08/20,0.5,0,0.5,0.7,0,0.7,1.2,18.5,6.49
2012,2013,2013/06/21,2013/08/02,17.05,2013/08/02,17.05,,0.45,0,0.45,0.65,0,0.65,1.1,18,6.12
2011,2012,2012/06/22,2012/08/10,17.3,2012/08/10,17.3,,0.4,0,0.4,0.55,0.05,0.6,1,17.6,5.68
2010,2011,2011/06/24,2011/07/29,23.85,2011/07/29,23.85,,0.3,0,0.3,0.6,0,0.6,0.9,22.7,3.96
2009,2010,2010/06/23,2010/08/11,18.9,2010/08/11,18.9,,0.5,0,0.5,0.25,0,0.25,0.75,19.1,3.93
2008,2009,2009/05/22,2009/07/07,19.2,2009/07/07,19.2,,0.5,0,0.5,0.25,0,0.25,0.75,18.3,4.1
2007,2008,2008/06/13,2008/08/12,25,2008/08/12,25,,1.7,0,1.7,0.12,0,0.12,1.82,25.8,7.07
2006,2007,2007/06/15,2007/08/09,22.5,2007/08/09,22.5,,1,0,1,0.2,0,0.2,1.2,23.6,5.1
2005,2006,2006/06/09,2006/08/08,21.25,2006/08/08,21.25,,1.25,0,1.25,0.25,0,0.25,1.5,23.5,6.39
2004,2005,2005/06/10,2005/08/09,23.55,2005/08/09,23.55,,0.75,0,0.75,0.5,0,0.5,1.25,24.9,5.02
2003,2004,2004/06/11,,,,,,0,0,0,0,0,0,0,25.5,0
2002,2003,2003/05/16,,,,,,0,0,0,0,0,0,0,21.9,0
