盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/30,2018/07/09,35.05,,,2018/07/25(即將發放),2.35,0,2.35,0,0,0,2.35,38,6.19
2016,2017,2017/05/26,2017/07/06,41.45,,,2017/07/20,4,0,4,0,0,0,4,40.3,9.92
2015,2016,2016/05/31,2016/07/07,40.45,,,2016/07/25,4.6,0,4.6,0,0,0,4.6,40.3,11.42
2014,2015,2015/05/28,2015/06/15,60.2,,,2015/07/06,7.5,0,7.5,0,0,0,7.5,52.9,14.18
2013,2014,2014/05/08,2014/06/27,66.4,,,,6.9,0,6.9,0,0,0,6.9,64.9,10.63
2012,2013,2013/05/31,2013/07/02,45.6,,,,1.9,0,1.9,0,0,0,1.9,50.6,3.75
2011,2012,2012/05/16,2012/06/12,31.7,,,,1.4,0,1.4,0,0,0,1.4,35.4,3.96
2010,2011,2011/06/02,2011/07/07,31.7,,,,1.9,0,1.9,0,0,0,1.9,31.4,6.05
2009,2010,2010/06/01,2010/06/21,56,,,,4.5,0,4.5,0,0,0,4.5,49.1,9.17
2008,2009,2009/06/03,2009/06/18,,,,,1.5,0,1.5,0,0,0,1.5,,
2007,2008,2008/06/02,2008/07/03,,,,,1.35,0,1.35,0,0,0,1.35,,
