盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,2018/07/11,93.1,,,2018/07/31(即將發放),4.13,0,4.13,0,0,0,4.13,95.7,4.31
2016,2017,2017/06/15,2017/07/11,72.7,,,2017/07/31,3.1,0,3.1,0,0,0,3.1,78.6,3.94
2015,2016,2016/06/17,2016/07/12,45.65,,,2016/07/29,1.96,0,1.96,0,0,0,1.96,42.4,4.63
2014,2015,2015/06/10,2015/07/09,13.2,,,2015/07/31,1.08,0,1.08,0,0,0,1.08,17.4,6.16
2013,2014,2014/06/13,2014/07/03,18.5,,,,0.91,0,0.91,0,0,0,0.91,17.2,5.31
2012,2013,2013/06/18,2013/07/18,17.4,,,,1.49,0,1.49,0,0,0,1.49,16.7,8.96
2011,2012,2012/06/19,2012/07/31,15.45,,,,1.47,0,1.47,0,0,0,1.47,16.3,9.05
2010,2011,2011/06/09,2011/08/02,15.7,2011/08/02,15.7,,1.41,0,1.41,0.36,0,0.36,1.77,16.8,10.51
2009,2010,2010/06/04,2010/07/06,15.65,,,,1.1,0,1.1,0,0,0,1.1,17.2,6.36
2008,2009,2009/05/22,2009/06/19,9.73,,,,0.66,0,0.66,0,0,0,0.66,10.8,6.14
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,10.5,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,19,0
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,18.2,0
2004,2005,2005/06/13,,,,,,0,0,0,0,0,0,0,15,0
2003,2004,,,,,,,0,0,0,0,0,0,0,20.1,0
2002,2003,2003/05/05,2003/06/09,26.5,2003/06/09,26.5,,1.04,0,1.04,0.62,0.41,1.04,2.07,28.1,7.37
2001,2002,2002/06/03,,,2002/07/12,44.91,,0,0,0,2.25,0,2.25,2.25,66.3,3.39
2000,2001,2001/04/16,,,2001/05/18,35.79,,0,0,0,1.75,0.25,2,2,49.5,4.04
1999,2000,,,,,,,0,0,0,1.45,0.55,2,2,73.8,2.71
1998,1999,,,,,,,0,0,0,0.75,0.75,1.5,1.5,65.4,2.29
1997,1998,,,,,,,0,0,0,1.95,1.05,3,3,69.6,4.31
1996,1997,,,,,,,0,0,0,2.7,0.8,3.5,3.5,99.6,3.52
1995,1996,,,,,,,0,0,0,1.5,1,2.5,2.5,55.3,4.52
1994,1995,,,,,,,0,0,0,0,0,0,0,41.4,0
1993,1994,,,,,,,0.2,0,0.2,0.7,0.8,1.5,1.7,,
1992,1993,,,,,,,0.2,0,0.2,1.22,0.77,1.99,2.19,,
