盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/30,,,,,,2.5,0,2.5,0,0,0,2.5,50.4,4.96
2016,2017,2017/05/11,2017/09/06,44,,,2017/09/29,1.5,0,1.5,0,0,0,1.5,38.9,3.86
2015,2016,2016/05/27,2016/08/24,26.35,,,2016/09/12,1.5,0,1.5,0,0,0,1.5,26.1,5.74
2014,2015,2015/06/25,2015/07/30,28.7,2015/09/09,27.1,2015/08/26,1.5,0,1.5,1,0,1,2.5,32.7,7.64
2013,2014,2014/06/17,2014/07/09,41.35,2014/09/04,38.2,,2,0,2,0,0.5,0.5,2.5,40,6.25
2012,2013,2013/06/05,2013/06/21,,,,,2.5,0,2.5,0,0,0,2.5,35.4,7.06
2011,2012,2012/06/05,2012/08/20,,,,,3,0,3,0,0,0,3,,
2010,2011,2011/05/24,2011/09/08,,,,,4,0,4,0,0,0,4,,
2009,2010,2010/05/20,2010/06/09,,,,,1,0,1,0,0,0,1,,
2008,2009,2009/06/12,2009/11/12,,2009/11/12,,,0.5,0,0.5,3,0,3,3.5,,
2007,2008,2008/05/13,2008/10/14,,2008/10/14,,,2.5,0,2.5,1.5,0,1.5,4,,
2006,2007,2007/06/05,2007/09/11,,2007/09/11,,,4,0,4,0.5,0,0.5,4.5,,
2005,2006,2006/04/14,2006/09/19,,2006/09/19,,,1,0,1,1,0,1,2,,
2004,2005,2005/06/24,2005/09/29,,2005/09/29,,,0.2,0,0.2,0.6,0,0.6,0.8,,
2003,2004,2004/05/28,,,,,,0,0,0,0.5,0,0.5,0.5,,
2002,2003,2003/06/20,,,,,,0,0,0,1.14,0,1.14,1.14,,
2001,2002,,,,,,,0,0,0,2,0,2,2,,
2000,2001,,,,,,,0,0,0,3,0,3,3,,
1999,2000,,,,,,,2.26,0,2.26,0,0,0,2.26,,
