盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/29,2018/07/26,46.6,,,2018/08/24(即將發放),3.23,0,3.23,0,0,0,3.23,47.7,6.78
2016,2017,2017/06/28,2017/07/26,49.9,,,2017/08/25,2.6,0,2.6,0,0,0,2.6,49.1,5.3
2015,2016,2016/06/22,2016/07/26,46.55,,,2016/08/19,2.4,0,2.4,0,0,0,2.4,44.6,5.38
2014,2015,2015/06/22,2015/07/28,47.4,,,2015/08/21,2.23,0,2.23,0,0,0,2.23,46.6,4.8
2013,2014,2014/06/26,2014/07/29,50.8,,,2014/08/22,1.99,0,1.99,0,0,0,1.99,48.9,4.06
2012,2013,2013/06/28,2013/07/29,55.5,,,,2.84,0,2.84,0,0,0,2.84,54.5,5.2
2011,2012,2012/06/27,2012/07/27,54.2,,,,2.76,0,2.76,0,0,0,2.76,54.2,5.1
2010,2011,2011/06/22,2011/07/28,38.55,,,,2.42,0,2.42,0,0,0,2.42,36.7,6.6
2009,2010,2010/06/18,2010/08/19,33.65,,,,2.37,0,2.37,0,0,0,2.37,33.2,7.13
2008,2009,2009/06/19,2009/08/21,32.05,,,,1.92,0,1.92,0,0,0,1.92,27.6,6.94
2007,2008,2008/06/13,2008/08/28,19.8,2008/08/28,19.8,,1.74,0,1.74,0.12,0,0.12,1.86,23.2,8
2006,2007,2007/06/15,2007/08/23,22.95,2007/08/23,22.95,,1.32,0,1.32,0.21,0,0.21,1.53,27.1,5.65
2005,2006,2006/06/23,2006/08/24,16.05,2006/08/24,16.05,,1,0,1,0.08,0,0.08,1.08,18.4,5.88
2004,2005,2005/06/14,2005/08/24,16.5,2005/08/24,16.5,,0.7,0,0.7,0.1,0,0.1,0.8,16.8,4.77
2003,2004,2004/06/15,2004/08/24,17.1,2004/08/24,17.1,,1.12,0,1.12,0.1,0,0.1,1.22,21,5.81
2002,2003,2003/06/03,2003/07/09,21.8,,,,1,0,1,0,0,0,1,23.2,4.31
2001,2002,2002/06/20,2002/07/18,14,,,,1.18,0,1.18,0,0,0,1.18,14.9,7.93
2000,2001,2001/05/28,2001/07/18,10.14,2001/07/18,8.86,,0.36,0,0.36,1.44,0,1.44,1.8,12.1,14.91
1999,2000,2000/05/22,2000/07/12,21.9,2000/07/12,19.84,,1.1,0,1.1,1,0,1,2.1,,
1998,1999,1999/06/05,1999/07/15,33.7,1999/07/15,27.95,,0.5,0,0.5,2,0,2,2.5,,
1997,1998,1998/06/19,,,1998/08/07,51.1,,0,0,0,2.3,0,2.3,2.3,,
1996,1997,1997/06/19,,,1997/08/06,35.1,,0,0,0,2.7,0,2.7,2.7,,
1995,1996,1996/06/10,1996/07/04,38.5,1996/08/13,31.3,,1,0,1,1.75,0,1.75,2.75,,
1994,1995,1995/06/12,1995/07/04,48.75,1995/08/05,35.41,,1.25,0,1.25,2,0,2,3.25,,
1993,1994,1994/05/24,1994/07/02,74.75,1994/08/11,70.22,,1.25,0,1.25,2,0,2,3.25,,
1992,1993,1993/05/07,1993/06/14,85,1993/08/05,74.5,,2.5,0,2.5,0.25,0.75,1,3.5,,
1991,1992,1992/05/15,,,,,,2.5,0,2.5,2,0,2,4.5,,
1990,1991,1991/05/22,,,,,,2.5,0,2.5,2.5,0,2.5,5,,
1989,1990,,,,,,,2.5,0,2.5,1.9,0,1.9,4.4,,
1988,1989,,,,,,,3,0,3,2,0,2,5,,
1987,1988,,,,,,,1.5,0,1.5,1.11,0,1.11,2.61,,
