盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/17,2018/06/01,250,,,2018/06/28,5,0,5,0,0,0,5,296.2,1.69
2016,2017,2017/05/18,2017/06/05,103,,,2017/06/29,3.5,0,3.5,0,0,0,3.5,165.8,2.11
2015,2016,2016/05/26,2016/06/13,72.7,,,2016/07/07,3,0,3,0,0,0,3,75.8,3.96
2014,2015,2015/05/28,2015/06/16,75.1,,,2015/07/10,3,0,3,0,0,0,3,75,4
2013,2014,2014/05/29,2014/06/17,95,,,,1.97,1.03,3,0,0,0,3,87.3,3.44
2012,2013,2013/06/20,2013/07/17,96.6,,,,0,3,3,0,0,0,3,88.8,3.38
2011,2012,2012/05/17,2012/06/13,102.5,,,,3,0,3,0,0,0,3,105,2.86
2010,2011,2011/06/02,2011/06/30,113,,,,2.99,0,2.99,0,0,0,2.99,108.3,2.76
2009,2010,2010/06/04,2010/07/01,115,,,,2,0,2,0,0,0,2,130.9,1.52
2008,2009,2009/06/03,2009/07/13,160,2009/07/13,160,,3.43,0,3.43,0.4,0,0.4,3.82,156.6,2.44
2007,2008,2008/06/11,2008/07/28,229.5,2008/07/28,229.5,,3.29,0,3.29,0.55,0,0.55,3.83,190.6,2.01
2006,2007,2007/05/24,2007/07/09,371.5,2007/07/09,371.5,,1.27,0,1.27,0.32,0,0.32,1.59,271.4,0.58
2005,2006,2006/06/30,2006/09/06,,2006/09/06,,,0.35,0,0.35,0.52,0,0.52,0.87,82.3,1.06
2004,2005,2005/05/31,,,2005/08/08,,,0,0,0,0.28,0,0.28,0.28,,
