盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/06/28,19.2,2018/07/26(即將除權),,,0.5,0,0.5,0.5,0,0.5,1,18.6,5.37
2016,2017,2017/06/02,2017/06/29,17.6,,,2017/07/28,0.25,0.25,0.5,0,0,0,0.5,17.8,2.82
2015,2016,2016/06/21,,,,,,0,0,0,0,0,0,0,14.1,0
2014,2015,2015/06/16,,,,,,0,0,0,0,0,0,0,14.7,0
2013,2014,2014/06/18,,,,,,0,0,0,0,0,0,0,21,0
2012,2013,2013/06/19,,,,,,0,0,0,0,0,0,0,16.1,0
2011,2012,2012/06/19,,,,,,0,0,0,0,0,0,0,14.2,0
2010,2011,2011/06/15,2011/07/12,18.3,,,,0.15,0,0.15,0,0,0,0.15,18.4,0.81
2009,2010,2010/06/17,,,,,,0,0,0,0,0,0,0,21.5,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,16.1,0
2007,2008,2008/06/13,2008/07/10,17.3,,,,0.2,0,0.2,0,0,0,0.2,17.7,1.13
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,25.3,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,17,0
2004,2005,2005/06/21,,,,,,0,0,0,0,0,0,0,10.6,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,13.9,0
2002,2003,2003/06/25,,,,,,0,0,0,0,0,0,0,11.3,0
2001,2002,,,,,,,0,0,0,0,0,0,0,7.57,0
2000,2001,,,,,,,0,0,0,0,0,0,0,6.5,0
1999,2000,,,,,,,0,0,0,0,0,0,0,10.8,0
1998,1999,,,,,,,0,0,0,0,0,0,0,19.5,0
1997,1998,1998/06/22,,,1998/08/12,,,0,0,0,0.65,0.25,0.9,0.9,39.3,2.29
1996,1997,1997/06/10,,,1997/08/06,43.1,,0,0,0,0.7,0.5,1.2,1.2,46.8,2.56
1995,1996,1996/06/19,,,,,,0,0,0,0,0,0,0,43.2,0
1994,1995,,,,,,,0,0,0,0,0,0,0,43.3,0
1993,1994,1994/06/21,1994/09/19,,,,,0.2,0,0.2,0.3,0.7,1,1.2,85.4,1.4
1992,1993,1993/06/21,,,1994/02/22,162,,0,0,0,0.9,1.1,2,2,95.9,2.09
1991,1992,1992/06/16,1992/07/27,,,,,0.4,0,0.4,0.8,0,0.8,1.2,85.8,1.4
1990,1991,1991/06/18,,,1991/08/20,65,,0,0,0,0,1,1,1,85.2,1.17
1989,1990,1990/06/18,,,1990/11/08,53.5,,0,0,0,2,0,2,2,,
1988,1989,,,,,,,0,0,0,3,0,3,3,,
1987,1988,,,,,,,0,0,0,1.7,0,1.7,1.7,,
1985,1986,,,,,,,0,0,0,1,0,1,1,,
