盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,0.7,0,0.7,0,0,0,0.7,8.82,7.94
2016,2017,2017/06/14,2017/08/28,8.48,,,2017/09/15,0.3,0,0.3,0,0,0,0.3,8.61,3.48
2015,2016,2016/06/15,2016/09/22,8.32,,,2016/10/20,0.5,0,0.5,0,0,0,0.5,8.68,5.76
2014,2015,2015/06/11,2015/09/01,9.37,2015/09/01,9.37,2015/10/15,0.4,0,0.4,0.4,0,0.4,0.8,11.4,7.05
2013,2014,2014/06/18,2014/08/28,13.75,2014/08/28,13.75,2014/10/17,1,0,1,1,0,1,2,16.2,12.36
2012,2013,2013/06/14,2013/08/29,15.9,2013/08/29,15.9,,0.4,0,0.4,0.5,0,0.5,0.9,14.1,6.4
2011,2012,2012/06/21,2012/08/23,10.65,,,,0.8,0,0.8,0,0,0,0.8,10.2,7.8
2010,2011,2011/06/17,2011/08/29,8.89,2011/08/29,8.89,,0.6,0,0.6,0.4,0,0.4,1,10.5,9.51
2009,2010,2010/06/17,2010/08/27,15,2010/08/27,15,,0.8,0,0.8,0.4,0,0.4,1.2,15.6,7.71
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,11.4,0
2007,2008,,,,,,,0,0,0,0,0,0,0,6.87,0
2006,2007,,,,,,,0,0,0,0,0,0,0,7.55,0
2005,2006,,,,,,,0,0,0,0,0,0,0,3.75,0
2004,2005,,,,,,,0,0,0,0,0,0,0,4.94,0
2003,2004,2004/06/15,,,,,,0,0,0,0,0,0,0,6.84,0
2002,2003,2003/04/02,,,,,,0,0,0,0,0,0,0,9,0
2001,2002,2002/06/25,,,,,,0,0,0,0,0,0,0,8.3,0
2000,2001,2001/06/20,,,,,,0,0,0,0,0,0,0,8.27,0
1999,2000,2000/06/09,,,,,,0,0,0,0.2,0.3,0.5,0.5,11.6,4.33
1998,1999,1999/05/27,,,1999/08/24,14.65,,0,0,0,0,0.5,0.5,0.5,15.9,3.14
1997,1998,1998/04/28,,,,,,0,0,0,0,1,1,1,21,4.76
1996,1997,,,,,,,0,0,0,0.4,1,1.4,1.4,25.6,5.47
1995,1996,1996/05/07,,,1996/06/14,24.36,,0,0,0,1.8,0,1.8,1.8,26.6,6.77
1994,1995,1995/03/29,,,1995/07/25,10,,0,0,0,1.76,0,1.76,1.76,29.1,6.05
1993,1994,1994/04/23,1994/05/01,10,,,,1.4,0,1.4,0,0,0,1.4,,
1992,1993,,,,,,,0.65,0,0.65,0,0,0,0.65,,
