盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/09,11.9,,,2018/08/13,0.5,0,0.5,0,0,0,0.5,13,3.84
2016,2017,2017/06/23,2017/07/11,14,,,2017/08/16,0.38,0,0.38,0,0,0,0.38,14.4,2.65
2015,2016,2016/06/23,2016/07/21,14.3,,,2016/08/26,0.32,0,0.32,0,0,0,0.32,14.5,2.21
2014,2015,2015/06/30,2015/07/17,18.35,,,2015/08/20,0.45,0,0.45,0,0,0,0.45,18.5,2.43
2013,2014,2014/06/13,2014/07/03,29.25,,,,0.65,0,0.65,0,0,0,0.65,26.3,2.47
2012,2013,2013/06/20,2013/07/09,26.45,,,,0.15,0,0.15,0,0,0,0.15,24.8,0.61
2011,2012,2012/06/20,2012/07/09,15.45,,,,0.55,0,0.55,0,0,0,0.55,16.1,3.41
2010,2011,2011/06/21,2011/07/27,18.3,2011/07/27,18.3,,0.8,0,0.8,0.5,0,0.5,1.3,16.1,8.07
2009,2010,2010/06/30,2010/07/27,14.3,,,,0.7,0,0.7,0,0,0,0.7,14.1,4.96
2008,2009,2009/06/12,2009/07/09,12.7,,,,0.65,0,0.65,0,0,0,0.65,11.7,5.57
2007,2008,2008/06/19,2008/07/09,13.7,,,,0.8,0,0.8,0,0,0,0.8,13.6,5.87
2006,2007,2007/06/12,2007/07/05,14.3,,,,0.55,0,0.55,0,0,0,0.55,14.3,3.84
2005,2006,2006/06/15,2006/07/06,7.68,,,,0.12,0,0.12,0,0,0,0.12,8.1,1.48
2004,2005,2005/06/17,2005/07/07,8,,,,0.4,0,0.4,0,0,0,0.4,7.71,5.19
2003,2004,2004/06/04,2004/07/08,9.45,,,,0.3,0,0.3,0,0,0,0.3,9.91,3.03
2002,2003,2003/06/19,,,2003/11/05,9.8,,0,0,0,0,0.3,0.3,0.3,9.62,3.12
2001,2002,2002/06/24,,,,,,0,0,0,0,0,0,0,6.62,0
2000,2001,2001/06/22,2001/08/01,4.07,2001/11/13,3.9,,0.2,0,0.2,0,0.2,0.2,0.4,5.05,7.92
1999,2000,2000/06/16,2000/07/12,10.6,2000/11/21,3.95,,0.26,0,0.26,0,0.74,0.74,1,10,9.96
1998,1999,,,,,,,0,0,0,0.35,1,1.35,1.35,,
1997,1998,,,,,,,0,0,0,0.8,0.8,1.6,1.6,,
1996,1997,,,,,,,0,0,0,0.6,1,1.6,1.6,,
1995,1996,,,,,,,0,0,0,0.7,0.9,1.6,1.6,,
1994,1995,,,,,,,0,0,0,0.6,1,1.6,1.6,,
1993,1994,1994/05/26,,,1994/08/25,27.6,,0,0,0,0.8,1.2,2,2,,
1992,1993,,,,,,,0,0,0,1,1,2,2,,
1991,1992,1992/06/08,,,1992/11/04,38.8,,0,0,0,1.5,1.5,3,3,,
1990,1991,1991/06/20,,,1991/12/09,46,,0,0,0,1.7,1.7,3.4,3.4,66.8,5.09
1989,1990,,,,,,,0,0,0,1.5,0,1.5,1.5,,
1988,1989,,,,,,,0,0,0,1.7,0,1.7,1.7,,
1987,1988,,,,,,,0,0,0,1.2,0,1.2,1.2,,
1985,1986,,,,,,,0,0,0,1.8,0,1.8,1.8,,
