盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/29,,,,,,0,0,0,0,0,0,0,11.3,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,10.4,0
2015,2016,2016/06/27,,,,,,0,0,0,0,0,0,0,5,0
2014,2015,2015/06/29,,,,,,0,0,0,0,0,0,0,5.05,0
2013,2014,2014/06/27,,,,,,0,0,0,0,0,0,0,8.36,0
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,7.8,0
2011,2012,2012/06/26,2012/08/10,7.32,,,,0.5,0,0.5,0,0,0,0.5,7.81,6.4
2010,2011,2011/06/23,2011/08/09,9.04,,,,0.5,0,0.5,0,0,0,0.5,9.07,5.51
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,8.76,0
2008,2009,2009/06/26,,,,,,0,0,0,0,0,0,0,8.08,0
2007,2008,2008/06/27,2008/09/12,6.84,2008/10/14,5.78,,0.3,0,0.3,0.3,0,0.3,0.6,8.73,6.87
2006,2007,2007/06/22,2007/07/30,13.6,,,,0.5,0,0.5,0,0,0,0.5,11.6,4.29
2005,2006,2006/06/23,2006/07/14,9.7,,,,0.7,0,0.7,0,0,0,0.7,9.93,7.05
2004,2005,2005/08/05,2005/08/23,8.55,,,,0.7,0,0.7,0,0,0,0.7,9.43,7.42
2003,2004,2004/06/15,2004/07/15,8.45,,,,0.35,0,0.35,0,0,0,0.35,9.45,3.7
2002,2003,2003/06/20,,,,,,0,0,0,0,0,0,0,8,0
2001,2002,2002/06/26,,,,,,0,0,0,0,0,0,0,5.39,0
2000,2001,,,,,,,0,0,0,0,0,0,0,3.68,0
1999,2000,2000/06/23,,,,,,0,0,0,0,0,0,0,8.22,0
1998,1999,1999/06/01,,,1999/08/07,12.95,,0,0,0,0,1,1,1,16.6,6.04
1997,1998,1998/05/28,,,1998/08/01,28.9,,0,0,0,0,1,1,1,25,4.01
1996,1997,1997/06/03,,,1997/07/21,19.4,,0,0,0,0.4,0.6,1,1,23.6,4.24
1995,1996,1996/05/24,,,1996/07/24,22.9,,0,0,0,0.5,0.5,1,1,26.4,3.79
1994,1995,1995/05/24,,,1995/08/08,19.4,,0,0,0,0.8,0.7,1.5,1.5,30.1,4.98
1993,1994,1994/05/18,,,1994/08/11,38.7,,0,0,0,1.5,0.5,2,2,40.4,4.95
1992,1993,1993/05/18,,,1993/09/30,,,0,0,0,1.3,0.5,1.8,1.8,,
1991,1992,1992/05/31,,,1992/08/25,,,0,0,0,1,0.3,1.3,1.3,,
1990,1991,1991/06/02,,,1991/11/24,,,0,0,0,0.8,0.04,0.84,0.84,,
1989,1990,1990/03/04,,,1990/09/24,,,0,0,0,0.7,0.07,0.77,0.77,,
1988,1989,1989/05/15,,,,,,0,0,0,0,0,0,0,,
