盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/27,20.65,,,2018/08/24(即將發放),0.4,0,0.4,0,0,0,0.4,20.6,1.94
2016,2017,2017/06/13,2017/08/03,22.75,,,2017/08/31,0.91,0,0.91,0,0,0,0.91,23,3.96
2015,2016,2016/06/21,2016/08/04,21.3,,,2016/08/30,1.36,0,1.36,0,0,0,1.36,21,6.49
2014,2015,2015/06/11,2015/07/30,20.85,,,2015/08/25,1.22,0,1.22,0,0,0,1.22,26.2,4.67
2013,2014,2014/06/11,2014/07/29,28.55,,,2014/08/28,0.8,0,0.8,0,0,0,0.8,26.8,2.98
2012,2013,2013/06/11,2013/08/12,17.25,2013/08/12,17.25,,0.71,0,0.71,0.08,0,0.08,0.79,18.8,4.18
2011,2012,2012/06/12,2012/07/27,15.4,2012/07/27,15.4,,0.72,0,0.72,0.27,0,0.27,0.99,18.2,5.44
2010,2011,2011/06/15,2011/08/01,26,2011/08/01,26,,0.75,0,0.75,0.25,0,0.25,1,26.1,3.83
2009,2010,2010/06/15,2010/08/10,27.75,2010/08/10,27.75,,0.3,0,0.3,0.3,0,0.3,0.6,28.8,2.1
2008,2009,2009/06/10,2009/08/17,33.15,2009/08/17,33.15,,0.09,0,0.09,0.81,0,0.81,0.9,28,3.24
2007,2008,2008/06/13,2008/07/25,36.6,2008/07/25,36.6,,2.79,0,2.79,1.19,0,1.19,3.98,40.2,9.89
2006,2007,2007/06/15,2007/07/24,106.61,2007/07/24,106.61,,2.46,0,2.46,1.05,0,1.05,3.51,85.9,4.08
2005,2006,2006/06/20,2006/08/04,46.04,2006/08/04,46.04,,1.28,0,1.28,1.28,0,1.28,2.56,57.9,4.42
2004,2005,2005/06/29,2005/08/08,32.55,2005/08/08,32.55,,0.25,0,0.25,1.1,0.15,1.25,1.5,28.7,5.23
2003,2004,2004/06/28,2004/09/15,,2004/09/15,,,0.35,0,0.35,0.35,0,0.35,0.7,18.6,3.76
2002,2003,2003/06/06,,,,,,0,0,0,0,0,0,0,,
2001,2002,,,,,,,0,0,0,0,0,0,0,,
2000,2001,,,,,,,0,0,0,1.81,0.44,2.25,2.25,,
1999,2000,,,,,,,1,0,1,0.59,0.3,0.89,1.89,,
