盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,,,,,,0,0,0,0.79,0,0.79,0.79,81.7,0.97
2016,2017,2017/06/26,,,2017/09/07,63.6,,0,0,0,0.2,0,0.2,0.2,48,0.42
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,16.8,0
2014,2015,2015/06/11,2015/11/17,17.45,,,2015/12/10,0.51,0,0.51,0,0,0,0.51,18.1,2.84
2013,2014,2014/06/20,,,,,,0,0,0,0,0,0,0,20.4,0
2012,2013,2013/06/28,2013/08/27,11.85,,,,0.4,0,0.4,0,0,0,0.4,13.5,2.97
2011,2012,2012/06/28,2012/10/23,13.45,2012/10/23,13.45,,0.4,0,0.4,0.4,0,0.4,0.8,13.4,5.96
2010,2011,2011/06/17,2011/09/05,15.85,,,,0.4,0,0.4,0,0,0,0.4,16.2,2.47
2009,2010,2010/06/18,,,,,,0,0,0,0,0,0,0,17.2,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,10.1,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,2.22,0
2006,2007,2007/06/21,,,,,,0,0,0,0,0,0,0,3.67,0
2005,2006,2006/06/14,,,,,,0,0,0,0,0,0,0,8.22,0
2004,2005,2005/06/29,2005/07/20,17.9,,,,0.8,0,0.8,0,0,0,0.8,12.6,6.34
2003,2004,2004/06/15,2004/07/28,13.45,2004/07/28,13.45,,0.7,0,0.7,0,0.7,0.7,1.4,14.7,9.5
2002,2003,2003/06/06,2003/06/24,14.9,,,,1.4,0,1.4,0,0,0,1.4,15.1,9.29
2001,2002,2002/05/06,,,2002/06/04,20.05,,0,0,0,1.5,0,1.5,1.5,23,6.51
2000,2001,2001/05/15,2001/06/28,,2001/06/28,,,0.5,0,0.5,1.4,0.4,1.8,2.3,22.4,10.25
1999,2000,2000/05/06,2000/06/12,,2000/06/12,,,0.5,0,0.5,1.5,0.5,2,2.5,23.4,10.69
1998,1999,1999/06/01,1999/06/14,,1999/06/25,,,0.5,0,0.5,1.15,0.85,2,2.5,,
