盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/10,10.25,,,2018/07/31(即將發放),0.8,0,0.8,0,0,0,0.8,10.7,7.5
2016,2017,2017/06/13,2017/07/10,10.3,,,2017/07/31,0.9,0.1,1,0,0,0,1,10.5,9.51
2015,2016,2016/06/07,2016/07/06,13.3,,,2016/07/29,1,0.3,1.3,0,0,0,1.3,13,10.04
2014,2015,2015/06/10,2015/07/08,16.85,,,2015/07/31,1,0.25,1.24,0,0,0,1.24,18.1,6.89
2013,2014,2014/06/11,2014/07/09,19.05,,,,1.7,0,1.7,0,0,0,1.7,19.5,8.73
2012,2013,2013/06/11,2013/07/17,20.15,,,,1.47,0,1.47,0,0,0,1.47,21.2,6.93
2011,2012,2012/06/12,2012/06/28,15.3,,,,1.3,0,1.3,0,0,0,1.3,16.5,7.86
2010,2011,2011/06/10,2011/07/05,19.6,2011/07/15,21.25,,1,0,1,0,0.2,0.2,1.2,17.5,6.86
2009,2010,2010/06/18,2010/07/06,14,2010/08/23,15.9,,0.6,0,0.6,0,0.6,0.6,1.2,16.3,7.36
2008,2009,2009/06/10,2009/06/26,14.2,2009/07/17,15.7,,0.6,0,0.6,0,0.5,0.5,1.1,13.2,8.33
2007,2008,2008/06/13,2008/07/25,13.7,2008/07/25,13.7,,0.61,0,0.61,0.05,0.76,0.81,1.42,15.9,8.94
2006,2007,2007/06/15,2007/08/07,32.4,2007/08/07,32.4,,0.6,0,0.6,0.25,0.25,0.5,1.1,29.5,3.72
2005,2006,2006/06/09,,,2006/08/04,14.3,,0,0,0,0,1,1,1,13.4,7.46
2004,2005,,,,,,,0,0,0,0,0,0,0,6.49,0
2003,2004,,,,,,,0,0,0,0,0,0,0,8.54,0
2002,2003,,,,,,,0,0,0,0,0,0,0,5.58,0
2001,2002,2002/06/28,,,,,,0,0,0,0,0,0,0,3.34,0
2000,2001,2001/05/14,,,,,,0,0,0,0,0,0,0,5.24,0
1999,2000,,,,,,,0,0,0,0,1,1,1,11.5,8.67
1998,1999,1999/06/17,1999/07/07,,1999/07/30,,,1,0,1,0,1,1,2,18,11.08
1997,1998,1998/04/14,,,1998/05/25,,,0,0,0,1.5,2,3.5,3.5,43.4,8.07
1996,1997,1997/06/30,,,1997/08/09,,,0,0,0,2.5,0.5,3,3,56.6,5.3
1995,1996,1996/06/29,1996/08/17,,,,,1,0,1,0,0,0,1,44,2.27
1994,1995,1995/06/17,,,1995/07/27,,,0,0,0,2.25,0.75,3,3,,
1993,1994,1994/06/04,,,,,,0,0,0,0,0,0,0,,
1992,1993,,,,,,,1,0,1,0,0,0,1,,
