盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/08,2018/06/28,19.15,,,2018/07/20(即將發放),1,0,1,0,0,0,1,25.6,3.9
2016,2017,2017/06/07,2017/06/29,26.1,,,2017/07/20,1.5,0,1.5,0,0,0,1.5,28.4,5.29
2015,2016,2016/06/15,2016/07/07,10.3,,,2016/07/28,0.15,0,0.15,0,0,0,0.15,11,1.37
2014,2015,2015/06/12,,,,,,0,0,0,0,0,0,0,8.94,0
2013,2014,2014/06/18,,,,,,0,0,0,0,0,0,0,11.2,0
2012,2013,2013/06/17,,,,,,0,0,0,0,0,0,0,7.58,0
2011,2012,2012/06/08,,,,,,0,0,0,0,0,0,0,6.49,0
2010,2011,2011/06/22,,,,,,0,0,0,0,0,0,0,7.72,0
2009,2010,2010/06/04,,,,,,0,0,0,0,0,0,0,8.17,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,5.02,0
2007,2008,2008/06/06,,,,,,0,0,0,0,0,0,0,5.96,0
2006,2007,2007/06/15,,,,,,0,0,0,0,0,0,0,7.59,0
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,4.54,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,4.07,0
2003,2004,2004/05/12,,,,,,0,0,0,0,0,0,0,6.45,0
2002,2003,2003/05/27,,,,,,0,0,0,0,0,0,0,4.3,0
2001,2002,2002/05/30,,,,,,0,0,0,0,0,0,0,2.8,0
2000,2001,,,,,,,0,0,0,0,0,0,0,2.44,0
1999,2000,2000/06/13,,,,,,0,0,0,0,0,0,0,4.53,0
1998,1999,,,,,,,0,0,0,0,0,0,0,7.63,0
1997,1998,,,,,,,0,0,0,0,0,0,0,12.3,0
1996,1997,,,,,,,0,0,0,0,0,0,0,11.7,0
1995,1996,,,,,,,0,0,0,0,0,0,0,9.07,0
1994,1995,,,,,,,0,0,0,0,0,0,0,14.5,0
1993,1994,1994/06/03,,,,,,0,0,0,0,0,0,0,12.5,0
1992,1993,1993/06/03,,,,,,0,0,0,0,0,0,0,8.13,0
1991,1992,1992/06/03,,,,,,0,0,0,0,0,0,0,14.3,0
1990,1991,1991/06/05,,,,,,0,0,0,0,0,0,0,18,0
1989,1990,1990/03/14,,,,,,0,0,0,0,0,0,0,,
