盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/22,,,,,,0,0,0,0,0,0,0,18,0
2016,2017,2017/06/19,,,,,,0,0,0,0,0,0,0,14.9,0
2015,2016,2016/06/06,,,,,,0,0,0,0,0,0,0,6.85,0
2014,2015,2015/06/02,2015/06/30,9.5,,,2015/07/20,0.2,0,0.2,0,0,0,0.2,10.6,1.89
2013,2014,2014/06/30,2014/10/06,12.35,,,2014/10/31,0.3,0,0.3,0,0,0,0.3,13.3,2.25
2012,2013,2013/06/04,,,,,,0,0,0,0,0,0,0,12.4,0
2011,2012,2012/05/25,,,,,,0,0,0,0,0,0,0,9.53,0
2010,2011,2011/06/09,,,,,,0,0,0,0,0,0,0,16,0
2009,2010,2010/06/04,,,,,,0,0,0,0,0,0,0,9.52,0
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,1.89,0
2007,2008,2008/06/06,,,,,,0,0,0,0,0,0,0,2.22,0
2006,2007,2007/03/30,,,,,,0,0,0,0,0,0,0,3.33,0
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,2.55,0
2004,2005,2005/06/06,,,,,,0,0,0,0,0,0,0,0.71,0
2003,2004,2004/06/30,,,,,,0,0,0,0,0,0,0,0.6,0
2002,2003,2003/06/03,,,,,,0,0,0,0,0,0,0,0.73,0
2001,2002,2002/06/11,,,,,,0,0,0,0,0,0,0,1.4,0
2000,2001,2001/06/15,,,,,,0,0,0,0,0,0,0,0.95,0
1999,2000,,,,,,,0,0,0,0,0,0,0,3,0
1998,1999,1999/03/25,1999/07/23,16.9,1999/07/23,16.9,,1.5,0,1.5,0,0.5,0.5,2,18.8,10.62
1997,1998,,,,,,,0,0,0,1,1,2,2,36.1,5.54
1996,1997,1997/03/27,,,1997/04/26,53.75,,0,0,0,1,1,2,2,40.4,4.95
1995,1996,1996/06/12,,,1996/07/19,23.67,,0,0,0,1,1,2,2,28.5,7.01
1994,1995,1995/03/25,,,1995/07/07,33.98,,0,0,0,1.5,0.5,2,2,36.1,5.54
1993,1994,1994/04/02,,,1994/12/26,,,0,0,0,2,0.5,2.5,2.5,,
1992,1993,1993/05/01,1993/08/20,,1993/08/20,,,1,0,1,1,1,2,3,,
