盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/13,,,,,,0,0,0,0,0,0,0,12.5,0
2016,2017,2017/06/27,,,,,,0,0,0,0,0,0,0,7.44,0
2015,2016,2016/06/16,,,,,,0,0,0,0,0,0,0,7.12,0
2014,2015,2015/06/11,,,,,,0,0,0,0,0,0,0,8.42,0
2013,2014,2014/06/11,,,,,,0,0,0,0,0,0,0,9.56,0
2012,2013,2013/06/03,2013/08/01,9.11,2013/08/01,9.11,,0.1,0,0.1,0.1,0.1,0.2,0.3,9.55,3.14
2011,2012,2012/06/01,2012/07/04,9.85,2012/08/20,8.12,,0.7,0,0.7,0,0.5,0.5,1.2,10.1,11.87
2010,2011,2011/06/10,,,,,,0,0,0,0,0,0,0,13.8,0
2009,2010,2010/06/09,,,,,,0,0,0,0,0,0,0,7.97,0
2008,2009,2009/06/04,,,,,,0,0,0,0,0,0,0,6.14,0
2007,2008,2008/06/12,,,,,,0,0,0,0,0,0,0,4.84,0
2006,2007,2007/06/08,,,,,,0,0,0,0,0,0,0,6.84,0
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,3.15,0
2004,2005,2005/06/10,,,,,,0,0,0,0,0,0,0,2.7,0
2003,2004,2004/06/11,,,,,,0,0,0,0,0,0,0,4.33,0
2002,2003,2003/06/03,,,,,,0,0,0,0,0,0,0,2.58,0
2001,2002,2002/06/07,,,,,,0,0,0,0,0,0,0,2.84,0
2000,2001,2001/06/01,,,,,,0,0,0,0,0,0,0,3.37,0
1999,2000,,,,,,,0,0,0,0,0,0,0,5.9,0
1998,1999,,,,,,,0,0,0,0,0,0,0,9.76,0
1997,1998,,,,,,,0,0,0,0,0,0,0,17.6,0
1996,1997,,,,,,,0,0,0,0,0,0,0,22.6,0
1995,1996,,,,,,,0,0,0,0,0,0,0,21.8,0
1994,1995,1995/06/10,1995/07/02,,,,,0.8,0,0.8,0,0,0,0.8,25.8,3.11
1993,1994,,,,,,,0,0,0,0,0,0,0,33.4,0
1992,1993,1993/06/12,,,,,,0,0,0,0,0,0,0,23.6,0
1991,1992,1992/06/13,,,,,,0,0,0,0,0,0,0,30.2,0
1990,1991,1991/05/25,,,,,,0.5,0,0.5,0.5,0.2,0.7,1.2,40,3
1989,1990,,,,,,,0,0,0,1.1,0.9,2,2,,
1988,1989,,,,,,,0,0,0,2,0,2,2,,
1987,1988,,,,,,,0.5,0,0.5,2.5,0.1,2.6,3.1,,
1986,1987,,,,,,,0.5,0,0.5,3,0,3,3.5,,
