盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,,,,,,0.8,0,0.8,0.8,0,0.8,1.6,24.8,6.45
2016,2017,2017/06/22,2017/08/22,21.7,2017/08/22,21.7,2017/09/22,0.7,0,0.7,0.7,0,0.7,1.4,23.7,5.9
2015,2016,2016/06/24,2016/08/29,19.05,2016/08/29,19.05,2016/09/30,0.6,0,0.6,0.5,0,0.5,1.1,19.8,5.56
2014,2015,2015/06/24,2015/08/24,17.6,,,2015/09/25,0.6,0,0.6,0,0,0,0.6,20.2,2.96
2013,2014,2014/06/20,2014/09/01,19.35,,,2014/09/26,0.7,0,0.7,0,0,0,0.7,19.6,3.58
2012,2013,2013/06/21,2013/08/08,21.75,2013/08/08,21.75,,1,0,1,0.8,0,0.8,1.8,23.5,7.66
2011,2012,2012/06/05,2012/07/26,21.85,2012/07/26,21.85,,0,0.4,0.4,0,0.4,0.4,0.8,27,2.97
2010,2011,2011/06/24,2011/08/08,31.55,2011/08/08,31.55,,0.59,0,0.59,0.59,0,0.59,1.19,27.7,4.29
2009,2010,2010/06/18,2010/08/20,21.15,2010/08/20,21.15,,0.5,0,0.5,0.5,0,0.5,1,18.9,5.29
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,13.1,0
2007,2008,2008/06/13,2008/07/16,12.6,2008/07/16,12.6,,0.2,0,0.2,0.5,0,0.5,0.7,15.4,4.56
2006,2007,2007/06/15,2007/07/12,19.5,,,,0.6,0,0.6,0,0,0,0.6,17.8,3.38
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,8.2,0
2004,2005,2005/06/10,2005/07/14,8.76,,,,0.2,0,0.2,0,0,0,0.2,8.57,2.33
2003,2004,2004/06/11,2004/07/13,11.45,2004/07/13,11.45,,0.4,0,0.4,0,0.2,0.2,0.6,12.6,4.75
2002,2003,2003/06/20,2003/07/09,9.65,,,,0.1,0,0.1,0,0,0,0.1,9.69,1.03
2001,2002,2002/09/27,2003/01/06,12.25,2003/01/06,12.25,,1.5,0,1.5,1.5,0,1.5,3,18.2,16.51
2000,2001,2001/06/29,,,,,,0,0,0,0,0,0,0,19.6,0
1999,2000,2000/05/26,2000/07/18,24.6,2000/07/18,24.6,,1,0,1,1,0,1,2,25.6,7.83
1998,1999,1999/05/28,1999/07/27,29.9,1999/07/27,28.5,,0.5,0,0.5,0.5,0,0.5,1,31.7,3.15
1997,1998,1998/05/27,1998/07/04,35.1,1998/07/04,31.9,,0.5,0,0.5,1,0,1,1.5,34.9,4.3
1996,1997,1997/05/08,1997/06/12,41.6,1997/06/12,41.6,,1,0,1,0.76,0.24,1,2,46.3,4.32
1995,1996,1996/04/30,1996/06/15,41.5,1996/06/15,41.5,,1,0,1,0.5,1,1.5,2.5,41.4,6.05
1994,1995,1995/04/28,1995/05/19,49.3,1995/06/12,43.33,,0.5,0,0.5,1.05,0.95,2,2.5,46.1,5.43
1993,1994,1994/04/30,1994/05/18,57.5,1994/07/09,48,,1,0,1,1.2,1.3,2.5,3.5,59.1,5.92
1992,1993,1993/05/22,1993/06/08,53.5,1993/08/07,44.7,,1,0,1,1,0,1,2,53.4,3.74
1991,1992,1992/05/23,1992/06/17,80,1992/07/18,64.76,,0.5,0,0.5,1,0,1,1.5,72.2,2.08
1990,1991,1991/04/23,1991/05/21,,1991/07/15,66.36,,0.8,0,0.8,1,0,1,1.8,67.1,2.68
1989,1990,1990/04/10,1990/03/09,,1990/06/12,91.53,,0.5,0,0.5,3,0,3,3.5,,
1988,1989,,,,,,,0.75,0,0.75,2.5,0,2.5,3.25,,
1987,1988,,,,,,,0,0,0,3,0,3,3,,
1986,1987,,,,,,,1,0,1,1,0,1,2,,
1985,1986,,,,,,,1,0,1,1,0,1,2,,
1984,1985,,,,,,,0,0,0,1,0,1,1,,
1983,1984,,,,,,,0,0,0,1.5,0,1.5,1.5,,
