盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/26,,,,,,0,0,0,0,0,0,0,8.27,0
2016,2017,2017/06/15,,,,,,0,0,0,0,0,0,0,7.65,0
2015,2016,2016/06/28,,,,,,0,0,0,0,0,0,0,6.84,0
2014,2015,2015/06/16,,,,,,0,0,0,0,0,0,0,8.02,0
2013,2014,2014/06/18,2014/07/24,10.15,,,2014/08/21,0.1,0,0.1,0,0,0,0.1,10.7,0.93
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,11.3,0
2011,2012,2012/06/06,2012/07/30,10.4,,,,0.5,0,0.5,0,0,0,0.5,12.2,4.11
2010,2011,2011/06/28,2011/08/19,18.1,,,,1.18,0,1.18,0,0,0,1.18,20.2,5.87
2009,2010,2010/06/10,2010/08/18,26.3,2010/08/18,26.3,,0.5,0,0.5,0.5,0,0.5,0.99,23.1,4.3
2008,2009,2009/06/16,2009/09/29,11.2,2009/09/29,11.2,,0.05,0,0.05,0.1,0,0.1,0.15,11.5,1.31
2007,2008,2008/06/25,2008/10/14,7.05,2008/10/14,7.05,,0.3,0,0.3,0.5,0,0.5,0.8,12.9,6.21
2006,2007,2007/06/15,2007/09/19,15.6,2007/09/19,15.6,,0.11,0,0.11,0.49,0,0.49,0.6,16.8,3.55
2005,2006,2006/06/23,,,,,,0,0,0,0,0,0,0,8.41,0
2004,2005,2005/06/16,,,,,,0,0,0,0,0,0,0,6.84,0
2003,2004,2004/06/18,,,,,,0,0,0,0,0,0,0,8.79,0
2002,2003,2003/06/06,,,,,,0,0,0,0,0,0,0,5.57,0
2001,2002,2002/06/14,,,,,,0,0,0,0,0,0,0,3.36,0
2000,2001,2001/06/15,,,,,,0,0,0,0,0,0,0,4.29,0
1999,2000,2000/05/26,,,,,,0.5,0,0.5,0.5,0,0.5,1,21.2,4.71
1998,1999,1999/05/28,1999/09/10,,1999/09/10,,,0.2,0,0.2,0.18,0,0.18,0.38,32.8,1.16
1997,1998,1998/05/15,,,1998/08/01,,,0,0,0,2,0,2,2,37.5,5.34
1996,1997,1997/05/24,,,1997/08/09,,,0,0,0,0.5,0,0.5,0.5,40.6,1.23
1995,1996,1996/05/23,,,1996/08/12,,,0,0,0,2.5,0,2.5,2.5,38.1,6.56
1994,1995,1995/04/06,,,1995/06/08,,,0,0,0,4,0.75,4.75,4.75,65.2,7.28
1993,1994,1994/03/23,,,1994/05/17,103.33,,0,0,0,4.1,0.9,5,5,103.3,4.84
1992,1993,1993/04/22,,,1993/07/01,,,0,0,0,3,0,3,3,83.7,3.58
1991,1992,1992/03/25,,,1992/07/14,,,0,0,0,3.1,0,3.1,3.1,78.2,3.96
1990,1991,1991/04/02,,,1991/06/08,,,0,0,0,8.2,0,8.2,8.2,,
1989,1990,,,,,,,0,0,0,3.1,0.7,3.8,3.8,,
1988,1989,,,,,,,1,0,1,0,0,0,1,,
