盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,,,,,,0,0,0,0,0,0,0,11.3,0
2016,2017,2017/06/14,,,,,,0,0,0,0,0,0,0,11.5,0
2015,2016,2016/06/15,,,,,,0,0,0,0,0,0,0,11.7,0
2014,2015,2015/06/12,2015/08/12,13.55,,,2015/09/15,1,0,1,0,0,0,1,16,6.27
2013,2014,2014/06/11,,,,,,0,0,0,0,0,0,0,23.2,0
2012,2013,2013/06/25,,,,,,0,0,0,0,0,0,0,27,0
2011,2012,2012/06/15,2012/07/19,14.05,,,,0.8,0,0.8,0,0,0,0.8,17.5,4.56
2010,2011,2011/06/15,2011/08/02,27.5,,,,0.8,0,0.8,0,0,0,0.8,22.4,3.57
2009,2010,2010/06/15,,,,,,0,0,0,0,0,0,0,22.4,0
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,16.2,0
2007,2008,2008/06/19,,,,,,0,0,0,0,0,0,0,16.8,0
2006,2007,2007/06/15,2007/09/04,24.34,,,,1.16,0,1.16,0,0,0,1.16,24.1,4.82
2005,2006,2006/06/28,2006/08/29,18.78,2006/08/29,18.78,,1.5,0,1.5,0.5,0,0.5,2,21.6,9.26
2004,2005,2005/05/31,2005/07/12,31.82,2005/07/12,31.82,,2.1,0,2.1,1.5,0,1.5,3.6,34.8,10.34
2003,2004,2004/06/30,,,,,,0,0,0,2.8,0,2.8,2.8,31.8,8.8
2002,2003,2003/03/31,,,2003/06/10,,,0,0,0,3.74,0,3.74,3.74,,
