盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/13,22.85,,,2018/08/10(即將發放),1.4,0,1.4,0,0,0,1.4,23.6,5.94
2016,2017,2017/06/14,2017/07/10,23.4,,,2017/08/09,1.45,0,1.45,0,0,0,1.45,24.6,5.89
2015,2016,2016/06/16,2016/07/14,23.5,,,2016/08/10,1.3,0,1.3,0,0,0,1.3,24.2,5.37
2014,2015,2015/06/10,2015/07/07,23.85,,,2015/08/06,1.2,0,1.2,0,0,0,1.2,24.6,4.88
2013,2014,2014/06/17,2014/07/14,23.25,,,,0.9,0,0.9,0,0,0,0.9,24.3,3.71
2012,2013,2013/06/11,2013/07/09,20.25,,,,1.2,0,1.2,0,0,0,1.2,22.7,5.28
2011,2012,2012/06/12,2012/07/10,14.25,,,,0.9,0,0.9,0,0,0,0.9,18.7,4.82
2010,2011,2011/06/10,2011/07/11,17.25,,,,0.16,0,0.16,0,0,0,0.16,17.5,0.92
2009,2010,2010/06/14,,,,,,0,0,0,0,0,0,0,17.2,0
2008,2009,2009/06/10,,,,,,0,0,0,0,0,0,0,12.9,0
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,15.9,0
2006,2007,2007/06/06,,,,,,0,0,0,0,0,0,0,13.5,0
2005,2006,2006/06/09,,,,,,0,0,0,0,0,0,0,6.54,0
2004,2005,2005/06/03,,,,,,0,0,0,0,0,0,0,5.87,0
2003,2004,2004/06/09,,,,,,0,0,0,0,0,0,0,7.3,0
2002,2003,2003/06/17,,,,,,0,0,0,0,0,0,0,7.23,0
2001,2002,2002/06/17,,,,,,0,0,0,0,0,0,0,6.15,0
2000,2001,2001/05/10,,,,,,0,0,0,0,0,0,0,5.77,0
1999,2000,2000/05/12,,,,,,0,0,0,0,0,0,0,22.3,0
1998,1999,1999/05/12,,,,,,0,0,0,0,0,0,0,25.8,0
1997,1998,1998/05/14,,,,,,0,0,0,0.64,0,0.64,0.64,34.1,1.88
1996,1997,1997/05/23,,,,,,0,0,0,0,0,0,0,37.2,0
1995,1996,1996/04/30,1996/05/25,,,,,0.3,0,0.3,0,0.3,0.3,0.6,35.8,1.68
1994,1995,1995/05/13,1995/06/01,,,,,0.5,0,0.5,0.8,0,0.8,1.3,36.6,3.55
1993,1994,1994/05/04,1994/05/30,,,,,0.73,0,0.73,0.57,0,0.57,1.3,55.7,2.33
1992,1993,1993/05/13,1993/06/08,,,,,1.3,0,1.3,0,0,0,1.3,62.7,2.07
1991,1992,1992/05/15,,,1992/08/05,,,0,0,0,1.7,0,1.7,1.7,75.5,2.25
1990,1991,1991/04/26,1991/05/20,,1991/08/05,,,0.5,0,0.5,1.3,0,1.3,1.8,83.3,2.16
1989,1990,1990/04/24,1990/03/23,,1990/08/06,,,1,0,1,1,0,1,2,,
1988,1989,,,,,,,2.2,0,2.2,0,0,0,2.2,,
1987,1988,,,,,,,1.2,0,1.2,2,0,2,3.2,,
1986,1987,,,,,,,1.5,0,1.5,1,0,1,2.5,,
1985,1986,,,,,,,1,0,1,0.7,0.3,1,2,,
1984,1985,,,,,,,1,0,1,1,0.5,1.5,2.5,,
1983,1984,,,,,,,1,0,1,0.8,0.3,1.1,2.1,,
