盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/05/30,,,,,,0,0,0,0,0,0,0,11.6,0
2016,2017,2017/06/07,,,,,,0,0,0,0,0,0,0,7.14,0
2015,2016,2016/06/22,,,,,,0,0,0,0,0,0,0,6.51,0
2014,2015,2015/05/22,,,,,,0,0,0,0,0,0,0,7.39,0
2013,2014,2014/06/26,,,,,,0,0,0,0,0,0,0,4.4,0
2012,2013,2013/06/28,,,,,,0,0,0,0,0,0,0,4.23,0
2011,2012,2012/06/27,,,,,,0,0,0,0,0,0,0,4.57,0
2010,2011,2011/06/24,,,,,,0,0,0,0,0,0,0,7.46,0
2009,2010,2010/06/25,,,,,,0,0,0,0,0,0,0,7.38,0
2008,2009,,,,,,,0,0,0,0,0,0,0,2.38,0
2007,2008,,,,,,,0,0,0,0,0,0,0,2.88,0
2006,2007,,,,,,,0,0,0,0,0,0,0,4.01,0
2005,2006,,,,,,,0,0,0,0,0,0,0,2.28,0
2004,2005,,,,,,,0,0,0,0,0,0,0,2.85,0
2003,2004,,,,,,,0,0,0,0,0,0,0,4.53,0
2002,2003,,,,,,,0,0,0,0,0,0,0,4.24,0
2001,2002,2002/06/21,,,,,,0,0,0,0,0,0,0,3.13,0
2000,2001,,,,,,,0,0,0,0,0,0,0,2.05,0
1999,2000,,,,,,,0,0,0,0,0,0,0,6.54,0
1998,1999,,,,,,,0,0,0,0,0,0,0,13,0
1997,1998,,,,,,,0,0,0,0.4,0.4,0.8,0.8,20.3,3.94
1996,1997,,,,,,,0,0,0,0,0.5,0.5,0.5,26.5,1.89
1995,1996,,,,,,,0,0,0,1,0.5,1.5,1.5,28.6,5.24
1994,1995,1995/05/20,,,,,,0,0,0,1,0.5,1.5,1.5,40,3.75
1993,1994,1994/06/04,,,,,,0,0,0,0,0,0,0,40,0
1992,1993,1993/06/19,,,1993/10/22,,,0,0,0,1.2,0.6,1.8,1.8,39.2,4.59
1991,1992,1992/06/20,,,1992/10/28,44.1,,0,0,0,1.8,1,2.8,2.8,64.9,4.31
1990,1991,,,,,,,0,0,0,0.5,1,1.5,1.5,68.6,2.18
1989,1990,1990/06/23,,,,,,0,0,0,0,0,0,0,,
1987,1988,,,,,,,0,0,0,0,0.5,0.5,0.5,,
1985,1986,,,,,,,0,0,0,1.8,0,1.8,1.8,,
1984,1985,,,,,,,0,0,0,1.4,0,1.4,1.4,,
