盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,,,,,,0,0,0,0,0,0,0,16.5,0
2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,15.4,0
2015,2016,2016/06/15,2016/07/19,14.2,,,2016/08/22,0,0.32,0.32,0,0,0,0.32,14.3,2.27
2014,2015,2015/06/24,2015/07/22,20.05,,,2015/08/26,0,0.31,0.31,0,0,0,0.31,22.4,1.37
2013,2014,2014/06/17,2014/07/29,33,,,2014/08/29,0,0.42,0.42,0,0,0,0.42,33.2,1.27
2012,2013,2013/06/13,2013/07/23,35.2,,,,0.31,0.53,0.83,0,0,0,0.83,36.1,2.3
2011,2012,2012/06/19,2012/08/01,42.9,2012/08/01,42.9,,2.01,1,3.01,0,0.5,0.5,3.52,51.4,6.84
2010,2011,2011/06/02,2011/07/05,107.5,2011/07/05,107.5,,3.5,0,3.5,1,0.5,1.5,5,106.9,4.68
2009,2010,2010/04/27,2010/06/09,,2010/06/09,,,3,0,3,1.38,0.12,1.5,4.5,169.4,2.66
2008,2009,2009/06/18,2009/08/07,,2009/08/07,,,1,0,1,1.72,0.3,2.02,3.02,,
2007,2008,2008/06/16,2008/08/04,,2008/08/04,,,1,0,1,1.3,0.7,2,3,,
