盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/20,2018/07/05,35.45,,,2018/07/25,0.8,0,0.8,0,0,0,0.8,36.4,2.2
2016,2017,2017/06/23,2017/08/28,34.3,2017/08/28,34.3,2017/10/05,0.4,0,0.4,0.3,0,0.3,0.7,36.8,1.9
2015,2016,2016/06/20,2016/08/26,33.35,2016/08/26,33.35,2016/09/14,0.19,0.48,0.67,0.13,0,0.13,0.8,33.8,2.37
2014,2015,2015/06/23,2015/07/08,29.2,,,2015/07/24,1.03,0,1.03,0,0,0,1.03,31.7,3.24
2013,2014,2014/06/23,2014/07/17,41.3,,,2014/08/08,1.1,0,1.1,0,0,0,1.1,39.5,2.78
2012,2013,2013/06/19,2013/07/04,44.95,,,,1.2,0,1.2,0,0,0,1.2,47.9,2.5
2011,2012,2012/06/15,2012/07/03,44.35,,,,2,0,2,0,0,0,2,48.4,4.13
2010,2011,2011/06/17,2011/07/15,68.3,,,,2,0,2,0,0,0,2,69,2.9
2009,2010,2010/06/17,2010/07/08,84.5,,,,1.5,0,1.5,0,0,0,1.5,98.1,1.53
2008,2009,2009/06/19,,,,,,0,0,0,0,0,0,0,114.4,0
2007,2008,2008/06/30,,,,,,0,0,0,0,0,0,0,,
