盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/25(即將除息),,,,2018/08/23(即將發放),0.4,0,0.4,0,0,0,0.4,12.4,3.23
2016,2017,2017/06/16,2017/07/20,10.9,,,2017/08/23,0.5,0,0.5,0,0,0,0.5,11.2,4.48
2015,2016,2016/06/21,2016/08/22,10.9,,,2016/09/10,0.5,0,0.5,0,0,0,0.5,10.6,4.7
2014,2015,2015/06/17,2015/07/21,11.5,,,2015/08/20,0.5,0,0.5,0,0,0,0.5,11.4,4.38
2013,2014,2014/06/17,2014/07/14,15.2,,,2014/08/25,0.3,0,0.3,0,0,0,0.3,13.7,2.19
2012,2013,2013/06/17,2013/07/11,9.7,,,,0.1,0,0.1,0,0,0,0.1,10.3,0.97
2011,2012,2012/06/18,2012/07/17,10,,,,0.5,0,0.5,0,0,0,0.5,10.6,4.71
2010,2011,2011/06/15,2011/07/15,12.4,,,,0.7,0,0.7,0,0,0,0.7,13.2,5.31
2009,2010,2010/06/17,2010/07/15,21.95,,,,0.7,0,0.7,0,0,0,0.7,16.8,4.17
2008,2009,2009/06/10,2009/07/16,11.15,,,,0.7,0,0.7,0,0,0,0.7,10.9,6.44
2007,2008,2008/06/13,2008/07/30,9.79,,,,1,0,1,0,0,0,1,11.2,8.97
2006,2007,2007/06/13,2007/08/21,16,2007/08/21,16,,0.5,0,0.5,0.5,0,0.5,1,15,6.67
2005,2006,2006/06/15,2006/08/22,8.59,2006/08/22,8.59,,0.25,0,0.25,0.25,0,0.25,0.51,9.38,5.41
2004,2005,2005/06/14,2005/08/18,8.29,2005/08/18,8.29,,0.2,0,0.2,0.2,0.1,0.3,0.51,8.22,6.17
2003,2004,2004/05/18,,,2004/08/19,9.2,,0,0,0,0.5,0,0.5,0.5,10.1,5
2002,2003,2003/05/15,,,2003/07/24,11.8,,0,0,0,0.7,0,0.7,0.7,11.8,5.93
2001,2002,2002/05/27,,,2002/07/17,14.85,,0,0,0,1,0,1,1,16.3,6.13
2000,2001,2001/05/10,,,2001/07/03,16,,0,0,0,1.5,0,1.5,1.5,20.2,7.41
1999,2000,2000/06/16,,,2000/08/09,45.5,,0,0,0,2.5,0,2.5,2.5,65.1,3.84
1998,1999,1999/05/06,,,,,,0,0,0,2.18,0,2.18,2.18,105.8,2.06
1996,1997,,,,,,,0,0,0,2,0,2,2,,
