盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/15,2018/07/12,70.8,,,2018/08/09,3.1,0,3.1,0,0,0,3.1,69,4.49
2016,2017,2017/06/15,2017/07/03,41.7,,,2017/08/04,2.5,0,2.5,0,0,0,2.5,50.6,4.95
2015,2016,2016/06/15,2016/07/01,30.75,,,2016/08/05,1.6,0,1.6,0,0,0,1.6,30.6,5.23
2014,2015,2015/06/18,2015/07/16,18.85,,,2015/08/14,1.22,0,1.22,0,0,0,1.22,22.4,5.43
2013,2014,2014/06/18,2014/08/15,30.3,,,2014/09/16,2.2,0,2.2,0,0,0,2.2,29.8,7.39
2012,2013,2013/06/14,2013/07/01,31,,,,2.5,0,2.5,0,0,0,2.5,32.1,7.78
2011,2012,2012/06/06,2012/07/30,29.6,2012/08/08,28.3,,1.5,0,1.5,1,0,1,2.5,31.5,7.94
2010,2011,2011/06/17,2011/08/11,31.65,2011/08/11,31.65,,2.04,0,2.04,0.51,0,0.51,2.54,38.9,6.54
2009,2010,2010/06/18,2010/07/29,49.7,,,,1.5,0,1.5,0,0,0,1.5,41.8,3.59
2008,2009,2009/06/16,2009/08/04,22.25,,,,1.03,0,1.03,0,0,0,1.03,21.5,4.78
2007,2008,2008/06/13,2008/09/24,22,2008/09/24,22,,2.51,0,2.51,0.63,0,0.63,3.14,26.8,11.71
2006,2007,2007/06/15,2007/08/13,42.12,2007/08/13,42.12,,1.32,0,1.32,1.32,0,1.32,2.64,36.9,7.14
2005,2006,2006/06/15,2006/08/07,22.83,2006/08/07,22.83,,0.51,0,0.51,1.02,0,1.02,1.53,24.9,6.14
2004,2005,2005/06/16,2005/09/06,13,2005/09/06,13,,0.57,0,0.57,1.18,0,1.18,1.75,18.7,9.36
2003,2004,2004/05/04,2004/08/12,15.9,2004/08/12,15.9,,0.1,0,0.1,1.1,0,1.1,1.2,22.5,5.34
2002,2003,2003/06/12,2003/09/15,14.5,2003/09/15,14.5,,0.2,0,0.2,0.31,0,0.31,0.51,15.6,3.27
2001,2002,,,,,,,0,0,0,0,0,0,0,13.5,0
2000,2001,2001/05/25,,,,,,0,0,0,1,0.2,1.2,1.2,,
1999,2000,2000/06/16,,,,,,0,0,0,0.3,0.7,1,1,,
1998,1999,,,,,,,0,0,0,0,0,0,0,,
