盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/12,2018/07/10,28.3,,,2018/08/08(即將發放),1.7,0,1.7,0,0,0,1.7,31.9,5.34
2016,2017,2017/06/08,2017/06/26,35.85,,,2017/07/21,2.2,0,2.2,0,0,0,2.2,36,6.11
2015,2016,2016/06/13,2016/07/28,36.6,2016/07/28,36.6,2016/08/25,1.7,0,1.7,0.3,0,0.3,2,37,5.41
2014,2015,2015/06/09,2015/07/23,36.75,2015/07/23,36.75,2015/08/21,1.6,0,1.6,0.3,0,0.3,1.9,40,4.75
2013,2014,2014/06/25,2014/07/31,28.65,2014/07/31,28.65,2014/08/25,1.4,0,1.4,0.3,0,0.3,1.7,29.8,5.71
2012,2013,2013/06/17,2013/08/30,25.6,2013/08/30,25.6,,1.4,0,1.4,0.3,0,0.3,1.7,26.9,6.32
2011,2012,2012/06/06,2012/07/05,23.45,2012/07/25,22.65,,1.2,0,1.2,0.3,0,0.3,1.5,23.8,6.3
2010,2011,2011/06/15,2011/07/06,34,2011/07/28,31.2,,1.2,0,1.2,1,0,1,2.2,30.4,7.23
2009,2010,2010/06/15,2010/07/02,31.75,2010/08/13,34,,1.5,0,1.5,0.5,0,0.5,2,35.7,5.61
2008,2009,2009/06/16,2009/08/05,26.45,2009/08/05,26.45,,0.3,0,0.3,1.3,0,1.3,1.6,27.5,5.82
2007,2008,2008/06/13,2008/07/03,24.15,2008/08/08,21.25,,1,0,1,0.5,0,0.5,1.5,22.8,6.57
2006,2007,2007/05/30,2007/06/22,26,,,,1.5,0,1.5,0,0,0,1.5,26.4,5.68
2005,2006,2006/05/24,2006/06/20,16.2,,,,1,0,1,0,0,0,1,18.1,5.52
2004,2005,2005/05/25,2005/06/20,17.5,,,,0.7,0,0.7,0,0,0,0.7,17.7,3.95
2003,2004,2004/05/27,,,2004/07/21,19.8,,0,0,0,1,0,1,1,24.6,4.07
2002,2003,2003/05/13,,,2003/07/04,24.5,,0,0,0,1,0,1,1,25.8,3.88
2001,2002,2002/05/30,2002/06/24,14.8,,,,0.4,0,0.4,0,0,0,0.4,16.2,2.47
2000,2001,2001/05/25,2001/06/05,9.35,,,,0.4,0,0.4,0,0,0,0.4,9.61,4.16
1999,2000,,,,,,,0.4,0,0.4,0,0,0,0.4,16.2,2.48
1998,1999,1999/06/10,,,,,,0,0,0,0,0,0,0,14.2,0
1997,1998,1998/04/23,,,1998/06/12,15.7,,0,0,0,1,0,1,1,18.4,5.42
1996,1997,1997/05/07,,,,,,0,0,0,0,0,0,0,29.1,0
1995,1996,1996/05/22,,,,,,0,0,0,0,0,0,0,23.2,0
1994,1995,1995/05/02,,,1995/07/19,20.63,,0,0,0,1,0,1,1,25.7,3.9
1993,1994,1994/04/28,,,1994/07/29,42.03,,0,0,0,1.3,0,1.3,1.3,41.3,3.14
1992,1993,1993/05/12,,,1993/08/12,38.83,,0,0,0,1.2,0,1.2,1.2,40.9,2.93
1991,1992,1992/04/23,,,1992/08/06,36.61,,0,0,0,1.2,0,1.2,1.2,43.8,2.74
1990,1991,1991/04/20,,,1991/08/14,51.3,,0,0,0,0.86,0.14,1,1,50.6,1.98
1989,1990,1990/05/08,,,1990/08/19,,,0,0,0,0.85,0.15,1,1,,
1988,1989,,,,,,,0.2,0,0.2,1,0,1,1.2,,
1987,1988,,,,,,,0.5,0,0.5,1.5,0,1.5,2,,
1986,1987,,,,,,,1.2,0,1.2,1.6,0,1.6,2.8,,
1985,1986,,,,,,,1.2,0,1.2,1.2,0,1.2,2.4,,
1984,1985,,,,,,,1,0,1,0,0,0,1,,
1983,1984,,,,,,,0,0,0,6.3,0.7,7,7,,
