盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/07/25(即將除息),,,,2018/08/24(即將發放),2,0,2,0,0,0,2,87.6,2.28
2016,2017,2017/06/22,2017/07/13,114,,,2017/08/10,4.5,0,4.5,0,0,0,4.5,102.9,4.37
2015,2016,2016/06/22,2016/09/02,75.8,2016/09/02,75.8,2016/10/07,4,0,4,1,0,1,5,81.3,6.15
2014,2015,2015/06/25,2015/09/03,82.7,2015/09/03,82.7,2015/10/07,3.8,0,3.8,0.5,0,0.5,4.3,89.1,4.83
2013,2014,2014/06/25,2014/08/28,98.4,2014/08/28,98.4,2014/09/30,1.8,0,1.8,1.2,0,1.2,3,93.3,3.21
2012,2013,2013/06/26,2013/09/09,74,2013/09/09,74,,1.5,0,1.5,1,0,1,2.5,78.5,3.19
2011,2012,2012/06/18,2012/08/10,81.4,2012/08/10,81.4,,1.5,0,1.5,1,0,1,2.5,92.1,2.72
2010,2011,2011/06/08,2011/07/29,81.2,2011/07/29,81.2,,1,0,1,1,0,1,2,92.9,2.15
2009,2010,2010/06/08,2010/08/25,117,2010/08/25,117,,2,0,2,1.2,0,1.2,3.2,126.8,2.52
2008,2009,2009/04/16,2009/06/02,111.5,2009/06/02,111.5,,1.1,0,1.1,1.5,0,1.5,2.6,105.9,2.45
2007,2008,2008/06/02,2008/09/16,114.5,2008/09/16,114.5,,3,0,3,1.5,0,1.5,4.5,141.2,3.19
2006,2007,2007/06/08,2007/08/27,230,2007/08/27,230,,3,0,3,2,0,2,5,238.7,2.09
2005,2006,2006/06/14,2006/08/17,179.5,2006/08/17,179.5,,3,0,3,2,0,2,5,208.1,2.4
2004,2005,2005/06/14,2005/09/02,137,2005/09/02,137,,2.45,0,2.45,1.96,0,1.96,4.4,156.5,2.81
2003,2004,2004/06/10,2004/08/23,104.5,2004/08/23,104.5,,2,0,2,1.5,0,1.5,3.5,131.6,2.66
2002,2003,2003/06/09,2003/08/07,124.5,2003/08/07,124.5,,1.5,0,1.5,2,0,2,3.5,131.2,2.67
2001,2002,2002/06/10,2002/07/23,126.49,2002/07/23,126.49,,1.5,0,1.5,1.5,0,1.5,3,145,2.07
2000,2001,2001/05/31,2001/07/02,147.58,2001/07/02,147.58,,1.5,0,1.5,2,0,2,3.5,167.9,2.08
1999,2000,2000/06/02,2000/07/15,228.8,2000/07/15,228.8,,1,0,1,3,0,3,4,246,1.63
1998,1999,1999/06/01,,,,,,0,0,0,4,0,4,4,201.6,1.98
1997,1998,,,,,,,0,0,0,3.2,0.8,4,4,182.8,2.19
1996,1997,,,,,,,0,0,0,2.8,1.2,4,4,178.7,2.24
1995,1996,,,,,,,0,0,0,5,0,5,5,68.8,7.27
1994,1995,,,,,,,0,0,0,3,1,4,4,94.1,4.25
1993,1994,,,,,,,0.8,0,0.8,0.9,0.5,1.4,2.2,82.4,2.67
1992,1993,1993/06/21,1993/07/28,43.2,1993/09/11,,,0.6,0,0.6,0.9,0.5,1.4,2,48.6,4.11
1991,1992,1992/05/27,,,1992/08/19,52.5,,0,0,0,1.5,0.5,2,2,58.7,3.41
1990,1991,1991/04/26,,,1991/08/31,65.5,,0,0,0,1.5,0,1.5,1.5,65,2.31
1989,1990,,,,,,,0,0,0,3.04,0,3.04,3.04,,
1988,1989,,,,,,,0,0,0,2.78,0,2.78,2.78,,
