盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/22,2018/08/07,77,,,2018/09/05(即將發放),2.5,0,2.5,0,0,0,2.5,83.4,3
2016,2017,2017/06/21,2017/07/06,80.7,,,2017/08/04,3,0,3,0,0,0,3,84,3.57
2015,2016,2016/06/23,2016/08/22,100.5,,,2016/09/14,2.5,0,2.5,0,0,0,2.5,101.2,2.47
2014,2015,2015/06/24,2015/08/25,83.9,,,2015/09/16,4.5,0,4.5,0,0,0,4.5,112.7,3.99
2013,2014,2014/06/20,2014/08/22,115,,,2014/09/17,4,0,4,0,0,0,4,119.1,3.36
2012,2013,2013/06/17,2013/08/26,102,,,,3,0,3,0,0,0,3,89.3,3.36
2011,2012,2012/06/27,2012/07/30,63.2,,,,1,0,1,0,0,0,1,63.8,1.57
2010,2011,2011/06/02,2011/09/22,56.2,,,,4,0,4,0,0,0,4,65.6,6.1
2009,2010,2010/06/09,2010/09/14,86.6,,,,3.8,0,3.8,0,0,0,3.8,80.6,4.71
2008,2009,2009/06/10,2009/09/21,69.2,,,,3.6,0,3.6,0,0,0,3.6,61.8,5.83
2007,2008,2008/05/16,2008/09/22,55.7,,,,5.82,0,5.82,0,0,0,5.82,78.3,7.43
2006,2007,2007/06/21,2007/08/21,110,,,,5.48,0,5.48,0,0,0,5.48,109.3,5.02
2005,2006,2006/06/15,2006/08/31,95.2,2006/08/31,95.2,,6,0,6,0.5,0,0.5,6.5,108.8,5.98
2004,2005,2005/06/07,2005/07/28,108,2005/07/28,108,,5.96,0,5.96,0.5,0,0.5,6.46,109.2,5.91
2003,2004,2004/05/10,2004/06/17,,2004/06/17,87,,4,0,4,1,0,1,5,95.2,5.25
2002,2003,2003/06/06,,,,,,2.5,0,2.5,2,0,2,4.5,,
2001,2002,,,,,,,0.5,0,0.5,2,0,2,2.5,,
2000,2001,,,,,,,0.3,0,0.3,2,0,2,2.3,,
1999,2000,,,,,,,0.3,0,0.3,2,0,2,2.3,,
1998,1999,,,,,,,0.6,0,0.6,2,0,2,2.6,,
