盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/08/08,106.5,,,2018/09/06(即將發放),5.02,0,5.02,0,0,0,5.02,100.2,5.01
2016,2017,2017/06/22,2017/08/03,132,2017/08/03,132,2017/09/20,2.48,1.98,4.46,0,0.5,0.5,4.95,111.9,4.42
2015,2016,2016/06/28,2016/09/08,82.3,2016/09/08,82.3,2016/10/26,2.5,2,4.49,0,0.5,0.5,4.99,83.2,6
2014,2015,2015/06/30,2015/08/18,93.8,2015/08/18,93.8,2015/10/06,2.07,0,2.07,0,0.41,0.41,2.49,96.3,2.58
2013,2014,2014/06/19,2014/08/14,69.4,2014/08/14,69.4,2014/10/02,2.5,0,2.5,0,1,1,3.5,80.3,4.36
2012,2013,2013/06/11,2013/08/14,109,2013/08/14,109,,1.99,0,1.99,0,0.5,0.5,2.48,100.2,2.48
2011,2012,2012/05/30,2012/09/06,130.5,2012/09/06,130.5,,1.96,0,1.96,0,0.49,0.49,2.45,116,2.11
2010,2011,2011/06/15,2011/08/18,81.4,2011/08/18,81.4,,1.76,0,1.76,0,0.44,0.44,2.2,70.1,3.13
2009,2010,2010/06/09,2010/08/24,43.05,2010/08/24,43.05,,1.53,0,1.53,0,0.51,0.51,2.04,46,4.43
2008,2009,2009/06/10,2009/07/30,29.05,2009/07/30,29.05,,0.8,0,0.8,0.2,1,1.2,2,28.4,7.05
2007,2008,2008/06/13,,,,,,0,0,0,0,0,0,0,16.5,0
2006,2007,2007/05/30,,,,,,0,0,0,0,0,0,0,16.6,0
2005,2006,2006/06/15,,,,,,0,0,0,0,0,0,0,12.8,0
2004,2005,2005/06/14,2005/08/03,13.85,2005/08/03,13.85,,1.2,0,1.2,0.1,0.5,0.6,1.8,17.7,10.15
2003,2004,,2004/07/27,25.4,2004/07/27,25.4,,0.3,0,0.3,1.2,0,1.2,1.5,35.9,4.17
2002,2003,2003/06/23,,,2003/07/30,,,0,0,0,1,0.2,1.2,1.2,40.4,2.97
2001,2002,,,,,,,0,0,0,0,0,0,0,,
