盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/05,2018/06/27,20.55,,,2018/07/31(即將發放),1,0.3,1.3,0,0,0,1.3,22.5,5.78
2016,2017,2017/06/08,2017/07/04,17.55,,,2017/08/04,0.7,0.6,1.3,0,0,0,1.3,20.1,6.47
2015,2016,2016/06/08,2016/07/13,17.7,,,2016/08/15,0.7,0.6,1.3,0,0,0,1.3,17.7,7.33
2014,2015,2015/06/11,2015/06/30,18.2,,,2015/08/03,0.7,0.6,1.3,0,0,0,1.3,20.6,6.32
2013,2014,2014/06/12,2014/06/30,21.6,,,,1.5,0,1.5,0,0,0,1.5,21.2,7.09
2012,2013,2013/06/11,2013/07/08,12.8,,,,0.3,0,0.3,0,0,0,0.3,13.6,2.21
2011,2012,2012/06/13,2012/07/17,10.7,,,,0.3,0,0.3,0,0,0,0.3,11.3,2.65
2010,2011,2011/06/10,2011/07/04,16.9,,,,0.82,0,0.82,0,0,0,0.82,15.2,5.43
2009,2010,2010/06/10,2010/07/08,17.2,,,,0.51,0,0.51,0,0,0,0.51,17.8,2.89
2008,2009,2009/06/10,2009/07/23,10.7,,,,0.31,0,0.31,0,0,0,0.31,10.9,2.82
2007,2008,2008/06/13,2008/07/24,12.65,,,,0.81,0,0.81,0,0,0,0.81,12.8,6.31
2006,2007,2007/06/11,2007/08/23,20.5,,,,1.19,0,1.19,0,0,0,1.19,23.1,5.17
2005,2006,2006/06/12,2006/09/04,17.95,,,,0.8,0,0.8,0,0,0,0.8,19.9,4.02
2004,2005,2005/06/10,2005/07/11,17.15,,,,0.8,0,0.8,0,0,0,0.8,17.3,4.62
2003,2004,2004/06/25,2004/09/14,17.4,2004/09/14,17.4,,0.2,0,0.2,1,0,1,1.2,20,5.99
2002,2003,2003/06/18,2003/07/09,24.4,,,,1,0,1,0,0,0,1,23.7,4.22
2001,2002,2002/06/20,2002/07/25,24.8,2002/07/25,24.8,,0.6,0,0.6,0.6,0,0.6,1.2,29.6,4.06
2000,2001,2001/04/09,2001/06/05,39.9,2001/06/05,39.9,,0.5,0,0.5,2.1,0.4,2.5,3,43.3,6.93
1999,2000,2000/05/05,,,2000/06/14,109,,0,0,0,2.2,0.8,3,3,104,2.88
1998,1999,1999/05/15,,,1999/06/13,,,0,0,0,2.5,0.5,3,3,64.3,4.66
1997,1998,1998/05/09,,,1998/06/15,,,0,0,0,2.5,0.5,3,3,,
1996,1997,,,,,,,0,0,0,2,1,3,3,,
