盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/11,,,,,,0,0,0,0,0,0,0,19.2,0
2016,2017,2017/06/16,2017/08/31,23.55,,,2017/10/05,0.54,0,0.54,0,0,0,0.54,22.7,2.39
2015,2016,2016/06/07,,,,,,0,0,0,0,0,0,0,18.2,0
2014,2015,2015/06/22,2015/07/23,26.6,,,2015/08/18,1.02,0,1.02,0,0,0,1.02,29.3,3.48
2013,2014,2014/06/24,2014/08/05,51.4,,,2014/09/05,1.18,0,1.18,0,0,0,1.18,47.2,2.5
2012,2013,2013/06/10,2013/07/02,34.25,,,,1.2,0,1.2,0,0,0,1.2,37.6,3.19
2011,2012,2012/05/24,2012/06/26,32.7,,,,1,0,1,0,0,0,1,37.8,2.64
2010,2011,2011/04/12,2011/05/19,,,,,2.5,0,2.5,0,0,0,2.5,37.5,6.66
2009,2010,2010/06/24,2010/08/31,,,,,2,0,2,0,0,0,2,,
2008,2009,2009/06/24,,,2009/11/02,,,0,0,0,0.45,0,0.45,0.45,,
2007,2008,2008/06/24,,,,,,0,0,0,0,0,0,0,,
2003,2004,,,,,,,0,0,0,0,0,0,0,5.48,0
2002,2003,,,,,,,0,0,0,0,0,0,0,4.97,0
2001,2002,,2002/07/12,11.9,2002/07/12,11.9,,0.09,0,0.09,0.1,0.78,0.88,0.97,,
2000,2001,,,,2001/07/10,19,,0,0,0,1.7,1,2.7,2.7,,
1999,2000,,,,,,,0,0,0,3,0,3,3,,
1998,1999,,,,,,,0,0,0,3,0,3,3,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
