盈餘所屬年度,股利發放年度,股東會日期,除息交易日,除息參考價(元),除權交易日,除權參考價(元),現金股利發放日,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,發放年度平均股價,年均殖利率(%)
2017,2018,2018/06/14,2018/07/19,11.95,,,2018/08/10,0.35,0,0.35,0,0,0,0.35,12.1,2.89
2016,2017,2017/06/15,2017/07/19,10.85,,,2017/08/10,0,0.2,0.2,0,0,0,0.2,11.2,1.78
2015,2016,2016/06/17,2016/07/19,10.45,,,2016/08/10,0.3,0,0.3,0,0,0,0.3,11,2.74
2014,2015,2015/06/16,2015/07/17,12.1,,,2015/08/10,0.35,0,0.35,0,0,0,0.35,12.5,2.79
2013,2014,2014/06/11,2014/07/17,13.65,,,,0.3,0,0.3,0,0,0,0.3,14.6,2.05
2012,2013,2013/06/18,2013/07/18,15.6,,,,0.3,0,0.3,0,0,0,0.3,15,2.01
2011,2012,2012/06/13,2012/07/19,12.7,,,,0.3,0,0.3,0,0,0,0.3,13.7,2.19
2010,2011,2011/06/09,2011/07/20,17.55,,,,0.6,0,0.6,0,0,0,0.6,17.6,3.41
2009,2010,2010/06/09,2010/07/19,18.65,,,,0.85,0,0.85,0,0,0,0.85,20.8,4.1
2008,2009,2009/06/10,2009/07/20,17.35,2009/07/20,17.35,,0.45,0,0.45,0.1,0,0.1,0.55,18.7,2.94
2007,2008,2008/06/13,2008/07/10,15.35,,,,0.65,0,0.65,0,0,0,0.65,16,4.06
2006,2007,2007/06/13,2007/07/10,23.3,,,,0.5,0,0.5,0,0,0,0.5,19.5,2.56
2005,2006,2006/05/24,2006/06/22,12.85,,,,0.65,0,0.65,0,0,0,0.65,14.2,4.58
2004,2005,2005/05/24,2005/06/30,12.55,2005/06/30,12.55,,0.65,0,0.65,0.25,0,0.25,0.9,13.6,6.63
2003,2004,2004/05/18,2004/07/01,16.3,2004/07/01,16.3,,0.5,0,0.5,0.4,0,0.4,0.9,16.5,5.45
2002,2003,2003/05/27,2003/07/10,12.2,2003/07/10,12.2,,0.35,0,0.35,0.35,0,0.35,0.7,14.2,4.92
2001,2002,2002/05/28,2002/07/11,13.01,2002/07/11,13.01,,0.35,0,0.35,0.35,0.25,0.6,0.95,13.1,7.25
2000,2001,2001/05/09,2001/07/02,9.86,2001/07/02,9.86,,0.4,0,0.4,0.15,0.4,0.55,0.95,11.2,8.46
1999,2000,2000/05/09,2000/06/28,17.57,2000/06/28,17.57,,0.4,0,0.4,0.4,0.8,1.2,1.6,16.8,9.54
1998,1999,1999/05/20,,,1999/08/10,19.75,,0,0,0,1.06,0.94,2,2,25.2,7.95
1997,1998,1998/05/05,,,1998/06/10,32.83,,0,0,0,1,1.5,2.5,2.5,44.3,5.64
1996,1997,1997/05/14,,,1997/06/30,58,,0,0,0,1.18,0.62,1.8,1.8,56.2,3.2
1995,1996,1996/04/02,,,1996/05/01,35.8,,0,0,0,1.5,0,1.5,1.5,31.5,4.76
1994,1995,1995/04/08,,,1995/06/24,47,,0,0,0,1.5,0,1.5,1.5,46.7,3.21
1993,1994,1994/04/01,,,,,,0,0,0,0,0,0,0,53.7,0
1992,1993,1993/03/27,,,1993/06/26,10,,0,0,0,2,0.14,2.14,2.14,,
